"NAME","LENGTH","PHAGE","CHECKV_QUALITY","MIUVIG_QUALITY","LIFE_CYCLE","PROVIRUS","HOST_PHYLUM","HOST_CLASS","HOST_ORDER","HOST_FAMILY","HOST_GENUS","HOST_PREDICTION_METHOD","VC_STATUS","CLUSTER","SUBCLUSTER","REF_PHAGES_IN_VC","GARRY_OAK_ENRICHMENT","HILLY_GRASSLAND_ENRICHMENT","Sage1_L_100_16","Sage1_L_113_16","Sage1_L_20_16","Sage1_L_40_16","Sage1_L_60_16","Sage1_L_80_16","Sage1_R_100_16","Sage1_R_113_16","Sage1_R_20_16","Sage1_R_40_16","Sage1_R_60_16","Sage1_R_80_16","Sage2_L_100_16","Sage2_L_115_16","Sage2_L_20_16","Sage2_L_40_16","Sage2_L_60_16","Sage2_L_80_16","Sage2_R_100_16","Sage2_R_115_16","Sage2_R_20_16","Sage2_R_40_16","Sage2_R_60_16","Sage2_R_80_16"
"DNA_vOTU_9485",11754,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Bacteroidota","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Niastella","WIsH","Clustered",891,0,"NO","SUBSURFACE",NA,144,120,3,18,191,467,409,129,0,4,165,277,2,0,0,1,3,0,0,0,0,3,3,0
"DNA_vOTU_3419",11753,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1337,0,"NO","SURFACE","SURFACE",1,19,1931,11,6,14,2,6,359,2,11,2,4,4,4,1,3,5,6,0,7,1,1,3
"DNA_vOTU_2600",11751,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Pseudomonadota","DeltaPseudomonadota","Myxococcales","Labilitrichaceae","Labilithrix","WIsH","Clustered",348,0,"NO",NA,NA,381,537,105,92,120,270,259,422,27,30,25,77,27,28,28,30,49,30,17,12,27,14,17,19
"DNA_vOTU_353",11749,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",473,0,"NO","SUBSURFACE",NA,587,477,54,51,310,707,610,663,21,34,153,338,46,46,27,28,53,71,31,57,14,20,22,35
"DNA_vOTU_5891",11743,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",149,155,157,143,98,128,175,140,127,206,22,16,1945,1018,55,139,67,434,591,716,18,63,32,320
"DNA_vOTU_9522",11740,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,2,4,99,290,214,10,4,2,18,129,123,7,272,294,128,909,914,590,231,173,75,691,998,569
"DNA_vOTU_3274",11738,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,6,2,9,4,15,12,6,1,2,7,3,0,1,2,4,295,36,21,5,10,3,570,3,5
"DNA_vOTU_4600",11738,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",9,2,21,12,26,8,6,2,4,5,1,3,148,200,12,23,5,496,178,305,13,21,26,351
"DNA_vOTU_354",11737,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",1339,0,"NO","SUBSURFACE","SUBSURFACE",23862,10815,131,3586,3141,11523,18214,13844,44,2034,10131,6446,1345,822,66,968,1408,3234,2445,839,59,837,1277,2580
"DNA_vOTU_8678",11733,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1219,0,"NO",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNA_vOTU_9437",11732,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Actinosynnemataceae","Kibdelosporangium","WIsH","Clustered",937,0,"NO",NA,NA,49,61,100,79,147,121,35,21,23,35,45,23,23,50,37,424,64,33,26,34,28,38,74,23
"DNA_vOTU_9486",11731,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Actinoplanes","WIsH","Singleton",NA,NA,NA,NA,NA,332,605,176,159,229,244,757,243,48,59,178,57,60,64,60,91,100,114,55,34,47,28,58,69
"DNA_vOTU_9225",11729,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae","Leptolyngbya","WIsH","Singleton",NA,NA,NA,NA,NA,0,1,7,0,791,106,0,0,1,4,70,6,0,1,2,2,0,5,1,0,6,2,0,1
"DNA_vOTU_40",11727,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","YES",NA,NA,NA,NA,NA,NA,"Clustered",1219,0,"NO",NA,NA,2,14,56,767,82,8,14,0,10,262,9,4,31,45,16,211,531,40,15,7,8,367,128,40
"DNA_vOTU_1102",11727,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptomycetaceae","Streptomyces","WIsH","Clustered",662,0,"NO",NA,NA,59,72,140,66,221,167,86,15,21,33,112,36,42,43,42,35,77,85,55,566,14,23,31,84
"DNA_vOTU_6529",11727,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",97,154,104,94,91,102,132,120,74,46,31,28,780,749,32,24,60,299,609,779,15,81,103,265
"DNA_vOTU_6930",11727,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SURFACE",1,3,2,2,3,3,2,1,3,1,7,5,23,32,740,71,63,21,6,0,554,17,9,10
"DNA_vOTU_1489",11723,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Pseudomonadota","BetaPseudomonadota","Burkholderiales","Burkholderiaceae","Salinispora","CRISPR spacer (database)","Clustered",545,0,"NO","SUBSURFACE",NA,1463,1232,161,147,147,520,416,1687,40,77,255,146,92,87,64,69,47,111,138,76,26,68,56,88
"DNA_vOTU_1909",11721,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",358,0,"NO",NA,"SUBSURFACE",15,8,15,7,29,22,24,7,10,6,23,5,523,8791,6,14,1716,24,3143,3998,13,7,6,9
"DNA_vOTU_86",11718,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","YES",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES","SURFACE","SURFACE",44,113,1084,144,137,103,71,73,686,44,72,58,61,99,1405,80,152,82,69,39,1204,64,60,49
"DNA_vOTU_9256",11716,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",410,0,"NO",NA,"SUBSURFACE",3,2,8,101,0,2,0,1,2,6,2,3,184,157,13,930,37,84,134,172,3,231,77,143
"DNA_vOTU_8352",11714,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",507,0,"NO",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNA_vOTU_9148",11712,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1804,0,"NO",NA,NA,54,34,55,40,69,63,19,5,13,16,35,13,40,74,20,1088,450,107,40,21,24,93,40,82
"DNA_vOTU_6451",11703,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Mycobacteriaceae","Mycobacterium","WIsH","Clustered",610,0,"NO",NA,NA,99,186,49,63,135,199,109,597,24,20,36,28,14,13,15,25,19,23,9,9,16,10,18,11
"DNA_vOTU_6885",11685,"ssDNA","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,0,3,6,4,4,1,0,0,1,7,2,0,37,145,353,1871,1440,41,53,761,1455,1031,711,11
"DNA_vOTU_8712",11685,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,3494,1304,88,64,79,2175,2385,519,23,37,70,1150,37,27,27,38,50,42,28,22,13,25,41,39
"DNA_vOTU_4343",11682,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1566,0,"NO",NA,NA,32,22,42,103,96,63,25,10,9,1045,21,13,37,42,18,57,21,60,15,30,26,11,23,40
"DNA_vOTU_285",11679,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SUBSURFACE",NA,608,316,40,41,245,760,978,594,21,11,105,526,21,15,25,11,25,13,4,11,12,8,8,8
"DNA_vOTU_7324",11678,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,NA,7,16,17,45,828,22,2,0,4,3,98,5,4,4,1,0,5,3,6,4,5,1,3,4
"DNA_vOTU_7116",11673,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,2556,1552,633,1003,623,1257,2902,1808,268,963,846,654,280,215,570,775,526,405,160,176,500,447,409,340
"DNA_vOTU_9309",11671,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1302,0,"NO",NA,NA,36,34,21,13,117,53,694,11,10,4,34,21,8,0,8,7,8,5,9,3,4,7,6,3
"DNA_vOTU_6450",11667,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",836,0,"NO","SUBSURFACE",NA,263,1040,54,40,64,650,1202,551,11,8,70,519,14,9,5,15,18,6,8,9,7,7,8,10
"DNA_vOTU_2175",11665,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SURFACE",3,4,19,5,15,6,10,0,4,3,3,4,1,2,3,6,5,1,2,1,490,5,7,5
"DNA_vOTU_3887",11664,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Bacillota","Tissierellia","Tissierellales","Gottschalkiaceae","Gottschalkia","WIsH","Singleton",NA,NA,NA,"SUBSURFACE","SURFACE",72,13,24,1001,192,159,5,18,4,23,1592,81,1,8,147,27,42,17,2,6,12,27,38,20
"DNA_vOTU_627",11660,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Pseudonocardiaceae","Amycolatopsis","WIsH","Singleton",NA,NA,NA,NA,NA,54,48,105,159,172,114,53,17,20,83,83,21,183,530,62,61,146,739,636,932,62,57,66,743
"DNA_vOTU_5417",11659,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,"SUBSURFACE",13,7,15,15,36,21,11,0,11,5,9,2,134,97,9,15,130,433,252,103,2,51,82,249
"DNA_vOTU_4447",11658,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Actinomycetota","Actinomycetia","Actinomycetales","Frankiaceae","Frankia","WIsH","Clustered",802,0,"NO",NA,NA,74,101,205,197,280,229,115,31,51,110,111,43,731,403,85,192,323,1500,246,203,87,97,322,764
"DNA_vOTU_5678",11658,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,6,6,23,31,38,23,17,6,13,10,12,6,100,75,15,4,5,475,52,28,13,6,3,207
"DNA_vOTU_9141",11657,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","NO","Pseudomonadota","GammaPseudomonadota","Acidifierrobacteriales","Acidifierrobacteriaceae","Sulfurifustis","WIsH","Clustered",441,0,"NO",NA,"SURFACE",167,101,175,172,242,186,249,108,52,93,82,62,265,206,340,1518,142,192,223,127,171,144,59,201
"DNA_vOTU_3395",11656,"ssDNA","Not-determined","Genome-fragment","LYTIC","NO","Bacillota","Tissierellia","Tissierellales","Gottschalkiaceae","Gottschalkia","WIsH","Singleton",NA,NA,NA,NA,NA,1,4,29,2093,33,23,0,2,0,25,3995,1,0,0,0,0,0,0,1,0,2,2,1,1
"DNA_vOTU_229",11655,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,0,4,17,676,11,0,0,0,4,291,27,1,4,6,1,4,1,2,2,3,0,3,4,0
"DNA_vOTU_3258",11645,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","NO","Gemmatimonadota","Gemmatimonadetes",NA,NA,NA,"CRISPR spacer (MAG)","Clustered",1439,0,"NO",NA,"SUBSURFACE",122,132,154,232,216,178,162,84,40,47,100,34,891,760,57,93,112,652,450,341,49,242,259,492
"DNA_vOTU_6803",11645,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",514,0,"NO",NA,NA,16,18,91,121,798,64,32,11,70,84,159,39,49,69,56,72,148,125,61,44,45,66,245,62
"DNA_vOTU_2614",11637,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",1317,0,"NO",NA,"SUBSURFACE",23,21,27,66,50,28,35,12,13,82,25,12,1838,908,11,85,268,1690,809,398,4,142,324,1077
"DNA_vOTU_1338",11633,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,2,3,10,5,11,4,2,0,4,2,0,0,18,48,20,27,62,98,408,75,9,7,111,403
"DNA_vOTU_4756",11627,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",939,0,"NO",NA,"SUBSURFACE",3,8,12,0,9,2,0,0,5,8,2,2,293,420,1,1,5,1266,203,286,1,2,0,23
"DNA_vOTU_8097",11622,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,"SURFACE",31,31,80,75,110,84,37,10,14,27,41,14,30,23,497,163,59,32,15,15,179,49,7,14
"DNA_vOTU_1471",11614,"dsDNAphage","High-quality","High-quality","LYTIC","NO","Pseudomonadota","AlphaPseudomonadota","Hyphomicrobiales",NA,NA,"WIsH","Outlier",NA,NA,"YES",NA,"SUBSURFACE",3,3,9,4,5,1,1,0,0,3,2,2,1746,969,2,0,7,400,454,48,3,2,18,12341
"DNA_vOTU_2804",11609,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",11,4,7,113,30,27,28,6,1,110,6,6,1022,697,5,37,20,186,457,1128,3,16,23,873
"DNA_vOTU_2496",11601,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Pseudomonadota","AlphaPseudomonadota","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","WIsH","Clustered",1116,0,"NO",NA,NA,103,132,213,386,592,418,124,66,80,404,1097,208,139,145,68,248,364,220,59,55,72,280,280,168
"DNA_vOTU_2681",11600,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","NO","Verrucomicrobiota","Opitutae","Opitutales","Opitutaceae","Opitutus","WIsH","Clustered",441,0,"NO","SURFACE","SURFACE",388,265,1868,832,553,285,388,356,1051,1371,230,150,2398,1509,3329,2758,950,1428,1266,1060,1504,1364,742,1376
"DNA_vOTU_1472",11598,"dsDNAphage","High-quality","High-quality","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",455,0,"NO",NA,"SUBSURFACE",5,2,8,8,9,5,2,3,0,1,5,1,630,308,1,2,2,150,179,24,2,0,8,4816
"DNA_vOTU_10119",11597,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,5,20,278,1622,1886,10,3,4,47,495,1888,10,77,83,24,351,105,412,72,33,34,173,633,428
"DNA_vOTU_8744",11594,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,"SUBSURFACE",28,18,18,26,39,33,14,4,8,10,13,2,18,28,6,14,486,216,27,79,6,16,118,48
"DNA_vOTU_1656",11589,"dsDNAphage","High-quality","High-quality","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",455,0,"NO",NA,"SUBSURFACE",8,9,9,10,11,6,2,2,0,3,4,0,377,157,2,3,4,78,97,18,1,3,11,2451
"DNA_vOTU_2970",11589,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Pseudomonadota","DeltaPseudomonadota","Myxococcales","Polyangiaceae","Sorangium","WIsH","Clustered",947,0,"NO","SUBSURFACE",NA,3206,1822,255,650,845,2030,3345,1952,74,438,3231,2266,188,166,101,178,171,183,86,129,66,53,114,123
"DNA_vOTU_282",11582,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",925,0,"NO",NA,"SURFACE",1104,883,341,191,164,130,905,908,257,143,111,91,67,208,590,179,169,115,105,124,517,118,134,102
"DNA_vOTU_2936",11579,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",703,0,"NO",NA,"SUBSURFACE",4,2,7,30,15,8,4,1,4,16,9,6,577,206,1,125,1191,1481,683,203,2,490,942,2509
"DNA_vOTU_7925",11578,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1168,0,"NO",NA,"SUBSURFACE",127,159,253,568,359,217,156,152,107,673,542,102,605,596,91,936,1443,1046,337,343,81,790,982,803
"DNA_vOTU_9142",11578,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1599,0,"NO",NA,"SUBSURFACE",37,14,55,235,99,32,31,4,16,70,74,9,274,261,10,1388,452,279,163,116,13,892,311,154
"DNA_vOTU_168",11569,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","YES",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SURFACE",339,345,106,81,91,492,414,780,51,70,32,269,14,20,94,54,78,24,27,26,97,43,34,19
"DNA_vOTU_1474",11567,"dsDNAphage","High-quality","High-quality","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",2,1,1,6,10,0,2,0,0,1,0,2,687,380,0,2,3,164,235,20,4,0,4,5128
"DNA_vOTU_925",11566,"dsDNAphage","Not-determined","Genome-fragment","TEMPERATE","NO","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Luteitalea","WIsH","Singleton",NA,NA,NA,"SUBSURFACE",NA,892,994,192,226,205,380,571,1058,57,123,168,192,190,142,92,191,196,175,86,133,61,126,133,131
"DNA_vOTU_7870",11566,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Streptomycetaceae","Streptomyces","WIsH","Clustered",369,0,"NO","SUBSURFACE",NA,1632,2504,135,165,237,455,958,1624,49,46,153,124,150,104,51,44,55,57,99,176,40,26,33,68
"DNA_vOTU_1475",11565,"dsDNAphage","High-quality","High-quality","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",527,0,"NO",NA,"SUBSURFACE",1,4,10,8,3,8,8,0,3,6,2,2,316,163,0,1,0,72,92,1,2,2,5,2316
"DNA_vOTU_5615",11565,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1363,0,"NO",NA,"SURFACE",363,630,2825,3044,2637,1005,660,873,1699,2147,1646,1020,814,1059,1868,1700,1888,1116,710,741,1366,1403,1452,840
"DNA_vOTU_924",11561,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Pseudomonadota","DeltaPseudomonadota","Myxococcales","Polyangiaceae","Sorangium","WIsH","Singleton",NA,NA,NA,"SUBSURFACE",NA,1920,1841,363,541,810,1473,2090,2195,140,509,757,1032,266,282,188,199,220,260,155,158,152,106,178,164
"DNA_vOTU_3610",11561,"ssDNA","Not-determined","Genome-fragment","LYTIC","NO","Bacillota","Tissierellia","Tissierellales","Gottschalkiaceae","Gottschalkia","WIsH","Singleton",NA,NA,NA,NA,NA,9,11,90,2118,98,100,2,8,8,67,4365,48,0,1,27,32,49,8,0,6,24,24,30,20
"DNA_vOTU_1262",11559,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",803,0,"NO",NA,NA,910,1397,606,676,1317,1074,877,1581,465,646,747,426,364,566,465,565,520,479,299,449,177,513,505,310
"DNA_vOTU_3297",11554,"dsDNAphage","High-quality","High-quality","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SUBSURFACE",12,11,16,12,20,5,5,12,7,10,7,4,303,157,10,9,4,85,93,30,12,9,15,2201
"DNA_vOTU_4073",11543,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1418,0,"NO",NA,NA,78,84,36,2152,235,160,82,123,112,1408,121,114,0,3,0,0,2,11,2,3,1,0,1,4
"DNA_vOTU_8394",11540,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNA_vOTU_9144",11540,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",405,0,"NO",NA,NA,1,4,1,5,6,6,6,0,4,0,2,1,4,11,171,690,45,32,6,2,15,291,21,4
"DNA_vOTU_363",11539,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Gemmatimonadota","Gemmatimonadetes",NA,NA,NA,"CRISPR spacer (MAG)","Clustered",1156,0,"NO",NA,"SUBSURFACE",64,87,119,148,151,123,111,47,37,45,67,22,2123,2035,26,48,240,1713,1500,1077,33,284,819,1924
"DNA_vOTU_7068",11538,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES","SURFACE","SURFACE",8,12,174,28,25,38,10,4,30,7,15,4,15,53,758,50,34,6,15,2,1394,32,5,3
"DNA_vOTU_6641",11534,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1725,0,"NO",NA,NA,2,12,452,591,263,21,10,4,49,583,74,3,858,540,367,1250,433,628,588,435,86,520,249,494
"DNA_vOTU_1609",11531,"dsDNAphage","Low-quality","Genome-fragment","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",978,0,"NO","SUBSURFACE",NA,534,870,40,59,76,201,499,566,8,26,14,70,359,183,21,91,43,191,131,91,12,50,43,156
"DNA_vOTU_8071",11531,"dsDNAphage","High-quality","High-quality","LYTIC","NO","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium","WIsH","Singleton",NA,NA,NA,NA,NA,1015,70,67,351,56,148,276,323,167,249,208,268,0,3,4,1,1,0,3,0,1,0,2,0
"DNA_vOTU_1476",11530,"dsDNAphage","High-quality","High-quality","TEMPERATE","NO",NA,NA,NA,NA,NA,NA,"Clustered",525,0,"NO",NA,"SUBSURFACE",5,8,10,8,18,9,8,0,4,6,3,2,496,248,3,5,0,79,123,18,2,2,13,3100
"DNA_vOTU_863",11519,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Outlier",NA,NA,"YES",NA,"SUBSURFACE",19,24,41,36,55,51,25,3,4,10,20,10,94,181,26,294,357,389,423,129,17,99,203,289
"DNA_vOTU_4918",11519,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",829,0,"NO",NA,NA,5,62,6110,1178,188,33,32,25,639,2479,66,14,1828,1619,5321,3954,797,1163,1262,1341,1112,1932,438,1050
"DNA_vOTU_2566",11516,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,"SURFACE","SURFACE",8,12,40,11,12,20,9,1,9,4,5,4,10,9,105,4,19,8,7,1,434,8,5,8
"DNA_vOTU_4344",11516,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1484,0,"NO",NA,NA,3,23,568,728,1027,125,9,7,92,878,188,8,84,161,51,214,174,111,113,50,61,136,116,125
"DNA_vOTU_7971",11508,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",1109,0,"NO",NA,NA,120,46,162,281,502,1094,14,10,11,108,342,155,5,3,3,3,8,2,1,0,2,1,1,0
"DNA_vOTU_3338",11483,"ssDNA","Not-determined","Genome-fragment","LYTIC","NO","Bacillota","Tissierellia","Tissierellales","Gottschalkiaceae","Gottschalkia","WIsH","Singleton",NA,NA,NA,NA,NA,4,8,15,1728,48,52,1,2,3,12,3331,39,0,6,0,4,5,4,0,6,0,0,2,13
"DNA_vOTU_7170",11474,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,"SURFACE",10,12,12,13,11,8,3,4,5,4,9,4,40,42,413,6,35,2,39,6,12,13,3,20
"DNA_vOTU_7032",11473,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO","Pseudomonadota","DeltaPseudomonadota","Myxococcales","Labilitrichaceae","Labilithrix","WIsH","Clustered",278,0,"NO",NA,"SURFACE",15737,12323,6028,5021,4234,6152,13460,15364,4142,7685,6004,4466,4704,4020,8400,5952,3933,3866,2214,2574,6539,2467,2605,2955
"DNA_vOTU_9488",11470,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Clustered",607,0,"NO","SUBSURFACE",NA,644,740,16,23,56,1451,866,1528,11,8,77,970,1,3,11,16,26,8,6,4,18,29,13,5
"DNA_vOTU_6401",11466,"dsDNAphage","Low-quality","Genome-fragment","LYTIC","NO","Actinomycetota","Actinomycetia","Actinomycetales","Micromonosporaceae","Actinoplanes","WIsH","Outlier",NA,NA,"YES",NA,NA,71,136,80,96,158,149,127,424,30,37,54,23,18,28,41,49,54,39,21,13,27,20,22,26
"DNA_vOTU_3339",11462,"dsDNAphage","Not-determined","Genome-fragment","LYTIC","NO",NA,NA,NA,NA,NA,NA,"Singleton",NA,NA,NA,NA,NA,9,17,182,855,252,430,6,8,42,70,2225,243,23,4,41,27,59,54,9,9,18,33,26,23
