sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
Sage1_L_60_16_scaffold_490_RM_Type_IIG_166	RM	RM_Type_IIG	Sage1_L_60_16_scaffold_490_29	Sage1_L_60_16_scaffold_490_29	Sage1_L_60_16_scaffold_490_29	1	Type_IIG
Sage1_L_60_16_scaffold_523_RM_Type_IIG_167	RM	RM_Type_IIG	Sage1_L_60_16_scaffold_523_27	Sage1_L_60_16_scaffold_523_27	Sage1_L_60_16_scaffold_523_27	1	Type_IIG
Sage1_L_60_16_scaffold_5287_RM_Type_IIG_168	RM	RM_Type_IIG	Sage1_L_60_16_scaffold_5287_11	Sage1_L_60_16_scaffold_5287_11	Sage1_L_60_16_scaffold_5287_11	1	Type_IIG
Sage1_L_60_16_scaffold_5402_RM_Type_I_22	RM	RM_Type_I	Sage1_L_60_16_scaffold_5402_4	Sage1_L_60_16_scaffold_5402_7	Sage1_L_60_16_scaffold_5402_4,Sage1_L_60_16_scaffold_5402_6,Sage1_L_60_16_scaffold_5402_7	3	Type_I_REases,Type_I_MTases,Type_I_S
Sage1_L_60_16_scaffold_5436_RM_Type_IV_401	RM	RM_Type_IV	Sage1_L_60_16_scaffold_5436_9	Sage1_L_60_16_scaffold_5436_9	Sage1_L_60_16_scaffold_5436_9	1	Type_IV_REases
Sage1_L_60_16_scaffold_5546_RM_Type_I_23	RM	RM_Type_I	Sage1_L_60_16_scaffold_5546_7	Sage1_L_60_16_scaffold_5546_9	Sage1_L_60_16_scaffold_5546_7,Sage1_L_60_16_scaffold_5546_8,Sage1_L_60_16_scaffold_5546_9	3	Type_I_REases,Type_I_S,Type_I_MTases
Sage1_L_60_16_scaffold_624_RM_Type_I_24	RM	RM_Type_I	Sage1_L_60_16_scaffold_624_10	Sage1_L_60_16_scaffold_624_16	Sage1_L_60_16_scaffold_624_10,Sage1_L_60_16_scaffold_624_12,Sage1_L_60_16_scaffold_624_16	3	Type_I_MTases,Type_I_S,Type_I_REases
Sage1_L_60_16_scaffold_6384_RM_Type_IIG_169	RM	RM_Type_IIG	Sage1_L_60_16_scaffold_6384_7	Sage1_L_60_16_scaffold_6384_7	Sage1_L_60_16_scaffold_6384_7	1	Type_IIG
Sage1_L_60_16_scaffold_6536_RM_Type_IIG_170	RM	RM_Type_IIG	Sage1_L_60_16_scaffold_6536_4	Sage1_L_60_16_scaffold_6536_4	Sage1_L_60_16_scaffold_6536_4	1	Type_IIG
Sage1_L_60_16_scaffold_6580_RM_Type_IIG_171	RM	RM_Type_IIG	Sage1_L_60_16_scaffold_6580_4	Sage1_L_60_16_scaffold_6580_4	Sage1_L_60_16_scaffold_6580_4	1	Type_IIG
Sage1_L_60_16_scaffold_6911_RM_Type_IIG_172	RM	RM_Type_IIG	Sage1_L_60_16_scaffold_6911_4	Sage1_L_60_16_scaffold_6911_4	Sage1_L_60_16_scaffold_6911_4	1	Type_IIG
Sage1_L_60_16_scaffold_713_RM_Type_I_25	RM	RM_Type_I	Sage1_L_60_16_scaffold_713_10	Sage1_L_60_16_scaffold_713_13	Sage1_L_60_16_scaffold_713_10,Sage1_L_60_16_scaffold_713_11,Sage1_L_60_16_scaffold_713_12,Sage1_L_60_16_scaffold_713_13	4	Type_I_REases,Type_I_REases,Type_I_S,Type_I_MTases
Sage1_L_60_16_scaffold_7280_RM_Type_IIG_26	RM	RM_Type_IIG	Sage1_L_60_16_scaffold_7280_16	Sage1_L_60_16_scaffold_7280_16	Sage1_L_60_16_scaffold_7280_16	1	Type_IIG
Sage1_L_60_16_scaffold_7839_RM_Type_II_292	RM	RM_Type_II	Sage1_L_60_16_scaffold_7839_2	Sage1_L_60_16_scaffold_7839_4	Sage1_L_60_16_scaffold_7839_2,Sage1_L_60_16_scaffold_7839_4	2	Type_II_MTases,Type_II_REases
Sage1_L_60_16_scaffold_8411_RM_Type_IIG_173	RM	RM_Type_IIG	Sage1_L_60_16_scaffold_8411_2	Sage1_L_60_16_scaffold_8411_2	Sage1_L_60_16_scaffold_8411_2	1	Type_IIG
Sage1_L_60_16_scaffold_88735_RM_Type_IIG_174	RM	RM_Type_IIG	Sage1_L_60_16_scaffold_88735_1	Sage1_L_60_16_scaffold_88735_1	Sage1_L_60_16_scaffold_88735_1	1	Type_IIG
Sage1_L_60_16_scaffold_9377_RM_Type_II_293	RM	RM_Type_II	Sage1_L_60_16_scaffold_9377_1	Sage1_L_60_16_scaffold_9377_2	Sage1_L_60_16_scaffold_9377_1,Sage1_L_60_16_scaffold_9377_2	2	Type_II_MTases,Type_II_REases
Sage1_L_60_16_scaffold_9425_RM_Type_II_294	RM	RM_Type_II	Sage1_L_60_16_scaffold_9425_1	Sage1_L_60_16_scaffold_9425_2	Sage1_L_60_16_scaffold_9425_1,Sage1_L_60_16_scaffold_9425_2	2	Type_II_REases,Type_II_MTases
Sage1_L_60_16_scaffold_9524_RM_Type_II_295	RM	RM_Type_II	Sage1_L_60_16_scaffold_9524_2	Sage1_L_60_16_scaffold_9524_3	Sage1_L_60_16_scaffold_9524_2,Sage1_L_60_16_scaffold_9524_3	2	Type_II_REases,Type_II_MTases
Sage1_L_60_16_scaffold_955_RM_Type_IV_402	RM	RM_Type_IV	Sage1_L_60_16_scaffold_955_4	Sage1_L_60_16_scaffold_955_4	Sage1_L_60_16_scaffold_955_4	1	Type_IV_REases
Sage1_L_80_16_scaffold_10338_RM_Type_IV_403	RM	RM_Type_IV	Sage1_L_80_16_scaffold_10338_4	Sage1_L_80_16_scaffold_10338_4	Sage1_L_80_16_scaffold_10338_4	1	Type_IV_REases
Sage1_L_80_16_scaffold_12904_RM_Type_IV_404	RM	RM_Type_IV	Sage1_L_80_16_scaffold_12904_1	Sage1_L_80_16_scaffold_12904_2	Sage1_L_80_16_scaffold_12904_1,Sage1_L_80_16_scaffold_12904_2	2	Type_IV_REases,Type_IV_REases
Sage1_L_80_16_scaffold_1365_RM_Type_IIG_175	RM	RM_Type_IIG	Sage1_L_80_16_scaffold_1365_21	Sage1_L_80_16_scaffold_1365_21	Sage1_L_80_16_scaffold_1365_21	1	Type_IIG
Sage1_L_80_16_scaffold_13780_RM_Type_II_296	RM	RM_Type_II	Sage1_L_80_16_scaffold_13780_8	Sage1_L_80_16_scaffold_13780_9	Sage1_L_80_16_scaffold_13780_8,Sage1_L_80_16_scaffold_13780_9	2	Type_II_MTases,Type_II_REases
Sage1_L_80_16_scaffold_14262_RM_Type_IV_405	RM	RM_Type_IV	Sage1_L_80_16_scaffold_14262_7	Sage1_L_80_16_scaffold_14262_7	Sage1_L_80_16_scaffold_14262_7	1	Type_IV_REases
Sage1_L_80_16_scaffold_14996_RM_Type_IIG_176	RM	RM_Type_IIG	Sage1_L_80_16_scaffold_14996_3	Sage1_L_80_16_scaffold_14996_3	Sage1_L_80_16_scaffold_14996_3	1	Type_IIG
Sage1_L_80_16_scaffold_20_RM_Type_IV_406	RM	RM_Type_IV	Sage1_L_80_16_scaffold_20_123	Sage1_L_80_16_scaffold_20_123	Sage1_L_80_16_scaffold_20_123	1	Type_IV_REases
Sage1_L_80_16_scaffold_2191_RM_Type_IIG_177	RM	RM_Type_IIG	Sage1_L_80_16_scaffold_2191_28	Sage1_L_80_16_scaffold_2191_28	Sage1_L_80_16_scaffold_2191_28	1	Type_IIG
Sage1_L_80_16_scaffold_2516_RM_Type_IV_407	RM	RM_Type_IV	Sage1_L_80_16_scaffold_2516_5	Sage1_L_80_16_scaffold_2516_6	Sage1_L_80_16_scaffold_2516_5,Sage1_L_80_16_scaffold_2516_6	2	Type_IV_REases,Type_IV_REases
Sage1_L_80_16_scaffold_2550_RM_Type_IIG_178	RM	RM_Type_IIG	Sage1_L_80_16_scaffold_2550_1	Sage1_L_80_16_scaffold_2550_1	Sage1_L_80_16_scaffold_2550_1	1	Type_IIG
Sage1_L_80_16_scaffold_32607_RM_Type_IIG_179	RM	RM_Type_IIG	Sage1_L_80_16_scaffold_32607_4	Sage1_L_80_16_scaffold_32607_4	Sage1_L_80_16_scaffold_32607_4	1	Type_IIG
Sage1_L_80_16_scaffold_3597_RM_Type_II_106	RM	RM_Type_II	Sage1_L_80_16_scaffold_3597_12	Sage1_L_80_16_scaffold_3597_13	Sage1_L_80_16_scaffold_3597_12,Sage1_L_80_16_scaffold_3597_13	2	Type_II_REases,Type_II_MTases
Sage1_L_80_16_scaffold_36554_RM_Type_II_297	RM	RM_Type_II	Sage1_L_80_16_scaffold_36554_2	Sage1_L_80_16_scaffold_36554_3	Sage1_L_80_16_scaffold_36554_2,Sage1_L_80_16_scaffold_36554_3	2	Type_II_MTases,Type_II_REases
Sage1_L_80_16_scaffold_4427_RM_Type_IIG_180	RM	RM_Type_IIG	Sage1_L_80_16_scaffold_4427_6	Sage1_L_80_16_scaffold_4427_6	Sage1_L_80_16_scaffold_4427_6	1	Type_IIG
Sage1_L_80_16_scaffold_450_RM_Type_I_27	RM	RM_Type_I	Sage1_L_80_16_scaffold_450_2	Sage1_L_80_16_scaffold_450_5	Sage1_L_80_16_scaffold_450_2,Sage1_L_80_16_scaffold_450_5	2	Type_I_MTases,Type_I_REases
Sage1_L_80_16_scaffold_52493_RM_Type_IV_408	RM	RM_Type_IV	Sage1_L_80_16_scaffold_52493_3	Sage1_L_80_16_scaffold_52493_3	Sage1_L_80_16_scaffold_52493_3	1	Type_IV_REases
Sage1_L_80_16_scaffold_5512_RM_Type_III_107	RM	RM_Type_III	Sage1_L_80_16_scaffold_5512_7	Sage1_L_80_16_scaffold_5512_8	Sage1_L_80_16_scaffold_5512_7,Sage1_L_80_16_scaffold_5512_8	2	Type_III_REases,Type_III_MTases
Sage1_L_80_16_scaffold_68_RM_Type_II_298	RM	RM_Type_II	Sage1_L_80_16_scaffold_68_67	Sage1_L_80_16_scaffold_68_68	Sage1_L_80_16_scaffold_68_67,Sage1_L_80_16_scaffold_68_68	2	Type_II_REases,Type_II_MTases
Sage1_L_80_16_scaffold_8660_RM_Type_I_28	RM	RM_Type_I	Sage1_L_80_16_scaffold_8660_2	Sage1_L_80_16_scaffold_8660_4	Sage1_L_80_16_scaffold_8660_2,Sage1_L_80_16_scaffold_8660_3,Sage1_L_80_16_scaffold_8660_4	3	Type_I_REases,Type_I_S,Type_I_MTases
Sage1_R_100_16_scaffold_1033_RM_Type_II_299	RM	RM_Type_II	Sage1_R_100_16_scaffold_1033_70	Sage1_R_100_16_scaffold_1033_72	Sage1_R_100_16_scaffold_1033_70,Sage1_R_100_16_scaffold_1033_72	2	Type_II_MTases,Type_II_REases
Sage1_R_100_16_scaffold_107242_RM_Type_II_300	RM	RM_Type_II	Sage1_R_100_16_scaffold_107242_1	Sage1_R_100_16_scaffold_107242_6	Sage1_R_100_16_scaffold_107242_1,Sage1_R_100_16_scaffold_107242_6	2	Type_II_MTases,Type_II_REases
Sage1_R_100_16_scaffold_11_RM_Type_I_30	RM	RM_Type_I	Sage1_R_100_16_scaffold_11_83	Sage1_R_100_16_scaffold_11_89	Sage1_R_100_16_scaffold_11_83,Sage1_R_100_16_scaffold_11_88,Sage1_R_100_16_scaffold_11_89	3	Type_I_MTases,Type_I_S,Type_I_REases
Sage1_R_100_16_scaffold_11271_RM_Type_IV_409	RM	RM_Type_IV	Sage1_R_100_16_scaffold_11271_10	Sage1_R_100_16_scaffold_11271_10	Sage1_R_100_16_scaffold_11271_10	1	Type_IV_REases
Sage1_R_100_16_scaffold_114_RM_Type_I_29	RM	RM_Type_I	Sage1_R_100_16_scaffold_114_37	Sage1_R_100_16_scaffold_114_40	Sage1_R_100_16_scaffold_114_37,Sage1_R_100_16_scaffold_114_38,Sage1_R_100_16_scaffold_114_40	3	Type_I_MTases,Type_I_S,Type_I_REases
Sage1_R_100_16_scaffold_11844_RM_Type_III_108	RM	RM_Type_III	Sage1_R_100_16_scaffold_11844_4	Sage1_R_100_16_scaffold_11844_5	Sage1_R_100_16_scaffold_11844_4,Sage1_R_100_16_scaffold_11844_5	2	Type_III_MTases,Type_III_REases
Sage1_R_100_16_scaffold_12091_RM_Type_IIG_181	RM	RM_Type_IIG	Sage1_R_100_16_scaffold_12091_3	Sage1_R_100_16_scaffold_12091_3	Sage1_R_100_16_scaffold_12091_3	1	Type_IIG
Sage1_R_100_16_scaffold_121_RM_Type_II_301	RM	RM_Type_II	Sage1_R_100_16_scaffold_121_72	Sage1_R_100_16_scaffold_121_73	Sage1_R_100_16_scaffold_121_72,Sage1_R_100_16_scaffold_121_73	2	Type_II_MTases,Type_II_REases
Sage1_R_100_16_scaffold_12474_RM_Type_II_302	RM	RM_Type_II	Sage1_R_100_16_scaffold_12474_2	Sage1_R_100_16_scaffold_12474_3	Sage1_R_100_16_scaffold_12474_2,Sage1_R_100_16_scaffold_12474_3	2	Type_II_REases,Type_II_MTases
Sage1_R_100_16_scaffold_1385_RM_Type_I_31	RM	RM_Type_I	Sage1_R_100_16_scaffold_1385_11	Sage1_R_100_16_scaffold_1385_12	Sage1_R_100_16_scaffold_1385_11,Sage1_R_100_16_scaffold_1385_12	2	Type_I_REases,Type_I_MTases
Sage1_R_100_16_scaffold_15870_RM_Type_I_32	RM	RM_Type_I	Sage1_R_100_16_scaffold_15870_1	Sage1_R_100_16_scaffold_15870_3	Sage1_R_100_16_scaffold_15870_1,Sage1_R_100_16_scaffold_15870_2,Sage1_R_100_16_scaffold_15870_3	3	Type_I_REases,Type_I_MTases,Type_I_S
Sage1_R_100_16_scaffold_15907_RM_Type_I_33	RM	RM_Type_I	Sage1_R_100_16_scaffold_15907_2	Sage1_R_100_16_scaffold_15907_4	Sage1_R_100_16_scaffold_15907_2,Sage1_R_100_16_scaffold_15907_3,Sage1_R_100_16_scaffold_15907_4	3	Type_I_REases,Type_I_MTases,Type_I_S
Sage1_R_100_16_scaffold_1643_RM_Type_IIG_182	RM	RM_Type_IIG	Sage1_R_100_16_scaffold_1643_23	Sage1_R_100_16_scaffold_1643_23	Sage1_R_100_16_scaffold_1643_23	1	Type_IIG
Sage1_R_100_16_scaffold_20164_RM_Type_IIG_183	RM	RM_Type_IIG	Sage1_R_100_16_scaffold_20164_1	Sage1_R_100_16_scaffold_20164_1	Sage1_R_100_16_scaffold_20164_1	1	Type_IIG
Sage1_R_100_16_scaffold_21195_RM_Type_I_34	RM	RM_Type_I	Sage1_R_100_16_scaffold_21195_3	Sage1_R_100_16_scaffold_21195_9	Sage1_R_100_16_scaffold_21195_3,Sage1_R_100_16_scaffold_21195_4,Sage1_R_100_16_scaffold_21195_5,Sage1_R_100_16_scaffold_21195_6,Sage1_R_100_16_scaffold_21195_9	5	Type_I_MTases,EcoprrI,Type_I_MTases,Type_I_S,Type_I_REases
Sage1_R_100_16_scaffold_21884_RM_Type_IV_410	RM	RM_Type_IV	Sage1_R_100_16_scaffold_21884_1	Sage1_R_100_16_scaffold_21884_1	Sage1_R_100_16_scaffold_21884_1	1	Type_IV_REases
Sage1_R_100_16_scaffold_22142_RM_Type_I_35	RM	RM_Type_I	Sage1_R_100_16_scaffold_22142_2	Sage1_R_100_16_scaffold_22142_9	Sage1_R_100_16_scaffold_22142_2,Sage1_R_100_16_scaffold_22142_3,Sage1_R_100_16_scaffold_22142_6,Sage1_R_100_16_scaffold_22142_9	4	Type_I_MTases,Type_I_MTases,Type_I_S,Type_I_REases
Sage1_R_100_16_scaffold_23086_RM_Type_IV_411	RM	RM_Type_IV	Sage1_R_100_16_scaffold_23086_10	Sage1_R_100_16_scaffold_23086_10	Sage1_R_100_16_scaffold_23086_10	1	Type_IV_REases
Sage1_R_100_16_scaffold_258_RM_Type_IIG_184	RM	RM_Type_IIG	Sage1_R_100_16_scaffold_258_4	Sage1_R_100_16_scaffold_258_4	Sage1_R_100_16_scaffold_258_4	1	Type_IIG
Sage1_R_100_16_scaffold_25938_RM_Type_I_36	RM	RM_Type_I	Sage1_R_100_16_scaffold_25938_3	Sage1_R_100_16_scaffold_25938_6	Sage1_R_100_16_scaffold_25938_3,Sage1_R_100_16_scaffold_25938_4,Sage1_R_100_16_scaffold_25938_6	3	Type_I_S,Type_I_MTases,Type_I_REases
Sage1_R_100_16_scaffold_276_RM_Type_IIG_185	RM	RM_Type_IIG	Sage1_R_100_16_scaffold_276_22	Sage1_R_100_16_scaffold_276_22	Sage1_R_100_16_scaffold_276_22	1	Type_IIG
Sage1_R_100_16_scaffold_31146_RM_Type_I_127	RM	RM_Type_I	Sage1_R_100_16_scaffold_31146_1	Sage1_R_100_16_scaffold_31146_11	Sage1_R_100_16_scaffold_31146_1,Sage1_R_100_16_scaffold_31146_4,Sage1_R_100_16_scaffold_31146_11	3	Type_I_MTases,Type_I_S,Type_I_REases
Sage1_R_100_16_scaffold_3246_RM_Type_I_37	RM	RM_Type_I	Sage1_R_100_16_scaffold_3246_7	Sage1_R_100_16_scaffold_3246_9	Sage1_R_100_16_scaffold_3246_7,Sage1_R_100_16_scaffold_3246_8,Sage1_R_100_16_scaffold_3246_9	3	Type_I_REases,Type_I_S,Type_I_MTases
Sage1_R_100_16_scaffold_3368_RM_Type_II_303	RM	RM_Type_II	Sage1_R_100_16_scaffold_3368_6	Sage1_R_100_16_scaffold_3368_9	Sage1_R_100_16_scaffold_3368_6,Sage1_R_100_16_scaffold_3368_9	2	Type_II_MTases,Type_II_REases
Sage1_R_100_16_scaffold_356_RM_Type_I_38	RM	RM_Type_I	Sage1_R_100_16_scaffold_356_80	Sage1_R_100_16_scaffold_356_82	Sage1_R_100_16_scaffold_356_80,Sage1_R_100_16_scaffold_356_81,Sage1_R_100_16_scaffold_356_82	3	Type_I_MTases,Type_I_S,Type_I_REases
Sage1_R_100_16_scaffold_430_RM_Type_IIG_186	RM	RM_Type_IIG	Sage1_R_100_16_scaffold_430_98	Sage1_R_100_16_scaffold_430_98	Sage1_R_100_16_scaffold_430_98	1	Type_IIG
Sage1_R_100_16_scaffold_43377_RM_Type_I_39	RM	RM_Type_I	Sage1_R_100_16_scaffold_43377_1	Sage1_R_100_16_scaffold_43377_6	Sage1_R_100_16_scaffold_43377_1,Sage1_R_100_16_scaffold_43377_5,Sage1_R_100_16_scaffold_43377_6	3	Type_I_REases,Type_I_S,Type_I_MTases
Sage1_R_100_16_scaffold_43771_RM_Type_II_304	RM	RM_Type_II	Sage1_R_100_16_scaffold_43771_3	Sage1_R_100_16_scaffold_43771_4	Sage1_R_100_16_scaffold_43771_3,Sage1_R_100_16_scaffold_43771_4	2	Type_II_MTases,Type_II_REases
Sage1_R_100_16_scaffold_4382_RM_Type_III_109	RM	RM_Type_III	Sage1_R_100_16_scaffold_4382_10	Sage1_R_100_16_scaffold_4382_13	Sage1_R_100_16_scaffold_4382_10,Sage1_R_100_16_scaffold_4382_13	2	Type_III_REases,Type_III_MTases
Sage1_R_100_16_scaffold_43999_RM_Type_IV_412	RM	RM_Type_IV	Sage1_R_100_16_scaffold_43999_1	Sage1_R_100_16_scaffold_43999_1	Sage1_R_100_16_scaffold_43999_1	1	Type_IV_REases
Sage1_R_100_16_scaffold_46450_RM_Type_I_40	RM	RM_Type_I	Sage1_R_100_16_scaffold_46450_1	Sage1_R_100_16_scaffold_46450_3	Sage1_R_100_16_scaffold_46450_1,Sage1_R_100_16_scaffold_46450_2,Sage1_R_100_16_scaffold_46450_3	3	Type_I_MTases,Type_I_S,Type_I_REases
Sage1_R_100_16_scaffold_4745_RM_Type_IIG_187	RM	RM_Type_IIG	Sage1_R_100_16_scaffold_4745_13	Sage1_R_100_16_scaffold_4745_13	Sage1_R_100_16_scaffold_4745_13	1	Type_IIG
Sage1_R_100_16_scaffold_5941_RM_Type_II_305	RM	RM_Type_II	Sage1_R_100_16_scaffold_5941_20	Sage1_R_100_16_scaffold_5941_21	Sage1_R_100_16_scaffold_5941_20,Sage1_R_100_16_scaffold_5941_21	2	Type_II_REases,Type_II_MTases
Sage1_R_100_16_scaffold_5958_RM_Type_II_306	RM	RM_Type_II	Sage1_R_100_16_scaffold_5958_14	Sage1_R_100_16_scaffold_5958_15	Sage1_R_100_16_scaffold_5958_14,Sage1_R_100_16_scaffold_5958_15	2	Type_II_REases,Type_II_MTases
Sage1_R_100_16_scaffold_5989_RM_Type_I_41	RM	RM_Type_I	Sage1_R_100_16_scaffold_5989_2	Sage1_R_100_16_scaffold_5989_5	Sage1_R_100_16_scaffold_5989_2,Sage1_R_100_16_scaffold_5989_3,Sage1_R_100_16_scaffold_5989_5	3	Type_I_MTases,Type_I_S,Type_I_REases
Sage1_R_100_16_scaffold_64632_RM_Type_I_42	RM	RM_Type_I	Sage1_R_100_16_scaffold_64632_4	Sage1_R_100_16_scaffold_64632_5	Sage1_R_100_16_scaffold_64632_4,Sage1_R_100_16_scaffold_64632_5	2	Type_I_REases,Type_I_MTases
Sage1_R_100_16_scaffold_673_RM_Type_II_307	RM	RM_Type_II	Sage1_R_100_16_scaffold_673_23	Sage1_R_100_16_scaffold_673_25	Sage1_R_100_16_scaffold_673_23,Sage1_R_100_16_scaffold_673_24,Sage1_R_100_16_scaffold_673_25	3	Type_II_MTases,Type_II_REases,Type_II_REases
Sage1_R_100_16_scaffold_7269_RM_Type_IIG_188	RM	RM_Type_IIG	Sage1_R_100_16_scaffold_7269_1	Sage1_R_100_16_scaffold_7269_1	Sage1_R_100_16_scaffold_7269_1	1	Type_IIG
Sage1_R_100_16_scaffold_7317_RM_Type_I_43	RM	RM_Type_I	Sage1_R_100_16_scaffold_7317_6	Sage1_R_100_16_scaffold_7317_10	Sage1_R_100_16_scaffold_7317_6,Sage1_R_100_16_scaffold_7317_7,Sage1_R_100_16_scaffold_7317_9,Sage1_R_100_16_scaffold_7317_10	4	Type_I_MTases,Type_I_S,Type_I_REases,Type_I_REases
Sage1_R_100_16_scaffold_757_RM_Type_I_44	RM	RM_Type_I	Sage1_R_100_16_scaffold_757_43	Sage1_R_100_16_scaffold_757_45	Sage1_R_100_16_scaffold_757_43,Sage1_R_100_16_scaffold_757_44,Sage1_R_100_16_scaffold_757_45	3	Type_I_S,Type_I_MTases,Type_I_REases
Sage1_R_100_16_scaffold_7680_RM_Type_II_308	RM	RM_Type_II	Sage1_R_100_16_scaffold_7680_11	Sage1_R_100_16_scaffold_7680_16	Sage1_R_100_16_scaffold_7680_11,Sage1_R_100_16_scaffold_7680_15,Sage1_R_100_16_scaffold_7680_16	3	Type_II_MTases,Type_II_MTases,Type_II_REases
Sage1_R_100_16_scaffold_7904_RM_Type_I_45	RM	RM_Type_I	Sage1_R_100_16_scaffold_7904_10	Sage1_R_100_16_scaffold_7904_13	Sage1_R_100_16_scaffold_7904_10,Sage1_R_100_16_scaffold_7904_11,Sage1_R_100_16_scaffold_7904_12,Sage1_R_100_16_scaffold_7904_13	4	Type_I_S,Type_I_MTases,Type_I_S,Type_I_REases
Sage1_R_100_16_scaffold_99_RM_Type_II_309	RM	RM_Type_II	Sage1_R_100_16_scaffold_99_80	Sage1_R_100_16_scaffold_99_81	Sage1_R_100_16_scaffold_99_80,Sage1_R_100_16_scaffold_99_81	2	Type_II_MTases,Type_II_REases
Sage1_R_113_16_scaffold_10205_RM_Type_IIG_189	RM	RM_Type_IIG	Sage1_R_113_16_scaffold_10205_1	Sage1_R_113_16_scaffold_10205_1	Sage1_R_113_16_scaffold_10205_1	1	Type_IIG
Sage1_R_113_16_scaffold_1208_RM_Type_I_46	RM	RM_Type_I	Sage1_R_113_16_scaffold_1208_1	Sage1_R_113_16_scaffold_1208_3	Sage1_R_113_16_scaffold_1208_1,Sage1_R_113_16_scaffold_1208_2,Sage1_R_113_16_scaffold_1208_3	3	Type_I_MTases,Type_I_S,Type_I_REases
Sage1_R_113_16_scaffold_131439_RM_Type_II_310	RM	RM_Type_II	Sage1_R_113_16_scaffold_131439_1	Sage1_R_113_16_scaffold_131439_2	Sage1_R_113_16_scaffold_131439_1,Sage1_R_113_16_scaffold_131439_2	2	Type_II_MTases,Type_II_REases
Sage1_R_113_16_scaffold_13562_RM_Type_I_47	RM	RM_Type_I	Sage1_R_113_16_scaffold_13562_3	Sage1_R_113_16_scaffold_13562_10	Sage1_R_113_16_scaffold_13562_3,Sage1_R_113_16_scaffold_13562_8,Sage1_R_113_16_scaffold_13562_10	3	Type_I_REases,Type_I_S,Type_I_MTases
Sage1_R_113_16_scaffold_139_RM_Type_II_311	RM	RM_Type_II	Sage1_R_113_16_scaffold_139_40	Sage1_R_113_16_scaffold_139_41	Sage1_R_113_16_scaffold_139_40,Sage1_R_113_16_scaffold_139_41	2	Type_II_MTases,Type_II_REases
Sage1_R_113_16_scaffold_1444_RM_Type_I_110	RM	RM_Type_I	Sage1_R_113_16_scaffold_1444_32	Sage1_R_113_16_scaffold_1444_35	Sage1_R_113_16_scaffold_1444_32,Sage1_R_113_16_scaffold_1444_35	2	Type_I_REases,Type_I_MTases
Sage1_R_113_16_scaffold_147175_RM_Type_I_128	RM	RM_Type_I	Sage1_R_113_16_scaffold_147175_1	Sage1_R_113_16_scaffold_147175_3	Sage1_R_113_16_scaffold_147175_1,Sage1_R_113_16_scaffold_147175_2,Sage1_R_113_16_scaffold_147175_3	3	Type_I_REases,Type_I_MTases,Type_I_S
Sage1_R_113_16_scaffold_1521_RM_Type_II_312	RM	RM_Type_II	Sage1_R_113_16_scaffold_1521_20	Sage1_R_113_16_scaffold_1521_21	Sage1_R_113_16_scaffold_1521_20,Sage1_R_113_16_scaffold_1521_21	2	Type_II_REases,Type_II_MTases
Sage1_R_113_16_scaffold_152521_RM_Type_IIG_190	RM	RM_Type_IIG	Sage1_R_113_16_scaffold_152521_3	Sage1_R_113_16_scaffold_152521_3	Sage1_R_113_16_scaffold_152521_3	1	Type_IIG
Sage1_R_113_16_scaffold_1543_RM_Type_II_313	RM	RM_Type_II	Sage1_R_113_16_scaffold_1543_1	Sage1_R_113_16_scaffold_1543_2	Sage1_R_113_16_scaffold_1543_1,Sage1_R_113_16_scaffold_1543_2	2	Type_II_REases,Type_II_MTases
Sage1_R_113_16_scaffold_180_RM_Type_IV_413	RM	RM_Type_IV	Sage1_R_113_16_scaffold_180_73	Sage1_R_113_16_scaffold_180_73	Sage1_R_113_16_scaffold_180_73	1	Type_IV_REases
Sage1_R_113_16_scaffold_180633_RM_Type_IIG_191	RM	RM_Type_IIG	Sage1_R_113_16_scaffold_180633_1	Sage1_R_113_16_scaffold_180633_1	Sage1_R_113_16_scaffold_180633_1	1	Type_IIG
Sage1_R_113_16_scaffold_18282_RM_Type_II_314	RM	RM_Type_II	Sage1_R_113_16_scaffold_18282_6	Sage1_R_113_16_scaffold_18282_7	Sage1_R_113_16_scaffold_18282_6,Sage1_R_113_16_scaffold_18282_7	2	Type_II_REases,Type_II_MTases
Sage1_R_113_16_scaffold_1855_RM_Type_II_315	RM	RM_Type_II	Sage1_R_113_16_scaffold_1855_28	Sage1_R_113_16_scaffold_1855_30	Sage1_R_113_16_scaffold_1855_28,Sage1_R_113_16_scaffold_1855_30	2	Type_II_REases,Type_II_MTases
Sage1_R_113_16_scaffold_22547_RM_Type_IV_414	RM	RM_Type_IV	Sage1_R_113_16_scaffold_22547_5	Sage1_R_113_16_scaffold_22547_5	Sage1_R_113_16_scaffold_22547_5	1	Type_IV_REases
Sage1_R_113_16_scaffold_23005_RM_Type_II_316	RM	RM_Type_II	Sage1_R_113_16_scaffold_23005_2	Sage1_R_113_16_scaffold_23005_3	Sage1_R_113_16_scaffold_23005_2,Sage1_R_113_16_scaffold_23005_3	2	Type_II_MTases,Type_II_REases
Sage1_R_113_16_scaffold_24555_RM_Type_I_48	RM	RM_Type_I	Sage1_R_113_16_scaffold_24555_2	Sage1_R_113_16_scaffold_24555_6	Sage1_R_113_16_scaffold_24555_2,Sage1_R_113_16_scaffold_24555_3,Sage1_R_113_16_scaffold_24555_6	3	Type_I_MTases,Type_I_S,Type_I_REases
