TARGET	PFAM	LOCUS	E-VAL	SCORE	BIAS	DESCRIPTION
rve	PF00665.26	SAGEDEP_074075	3.20E-13	40.9	0	Integrase core domain
rve	PF00665.26	SAGEDEP_074081	1.90E-12	38.4	0	Integrase core domain
rve	PF00665.26	SAGEDEP_074087	3.40E-12	37.6	0	Integrase core domain
rve	PF00665.26	SAGEDEP_074099	7.90E-15	46.1	0.2	Integrase core domain
rve	PF00665.26	SAGEDEP_074115	7.10E-15	46.2	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_074142	1.10E-19	61.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_074153	2.40E-21	67.2	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_074201	1.20E-14	45.4	0.2	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_074225	4.40E-32	102.1	0	Phage integrase family
Recombinase	PF07508.13	SAGEDEP_074308	3.80E-14	44	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_074372	8.90E-23	71.9	0.2	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_074732	1.60E-23	74.3	0	Phage integrase family
rve	PF00665.26	SAGEDEP_074796	1.40E-15	48.6	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_074815	6.00E-37	118	0.4	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_133835	4.50E-16	50.2	0	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_133848	1.10E-23	74.8	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_133928	5.00E-24	75.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_133930	3.00E-09	27.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_133948	1.50E-32	103.7	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_133977	2.80E-15	47.6	0	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_133997	1.20E-24	77.7	0	Recombinase
Resolvase	PF00239.21	SAGEDEP_134053	6.10E-27	85.5	0.4	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_134438	4.30E-12	37.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_134544	7.30E-14	42.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_134567	9.40E-14	42.5	0.1	Phage integrase family
DDE_Tnp_1_6	PF13751.6	SAGEDEP_134629	8.50E-11	33.2	0.1	Transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_134639	1.20E-27	87.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_134673	5.50E-28	88.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_134701	6.50E-10	30	0	Phage integrase family
DDE_Tnp_IS66	PF03050.14	SAGEDEP_134988	9.50E-62	199.9	0.1	Transposase IS66 family
Resolvase	PF00239.21	SAGEDEP_135001	4.00E-37	118.5	0	"Resolvase, N terminal domain"
DDE_Tnp_1_4	PF13701.6	SAGEDEP_135014	4.70E-13	39	0	Transposase DDE domain group 1
DDE_Tnp_1_4	PF13701.6	SAGEDEP_135015	1.80E-27	86.5	0.1	Transposase DDE domain group 1
DDE_Tnp_1	PF01609.21	SAGEDEP_135015	5.60E-08	23.6	0	Transposase DDE domain
Recombinase	PF07508.13	SAGEDEP_135039	3.70E-10	31.2	0	Recombinase
Resolvase	PF00239.21	SAGEDEP_135045	1.40E-35	113.5	1.4	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_135045	1.70E-23	74	0	Recombinase
Resolvase	PF00239.21	SAGEDEP_135049	1.80E-21	67.7	0.1	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_135049	7.00E-13	39.9	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_135067	1.10E-09	29.2	0	Phage integrase family
DDE_Tnp_1_6	PF13751.6	SAGEDEP_135306	5.10E-19	59.7	0	Transposase DDE domain
DDE_Tnp_1	PF01609.21	SAGEDEP_135306	2.60E-14	44.3	0.1	Transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_135380	4.80E-25	79.2	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_135381	4.20E-42	134.7	0.5	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_135473	4.50E-15	47	0	Recombinase
Resolvase	PF00239.21	SAGEDEP_135473	9.00E-11	33	4	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_135549	9.10E-22	68.6	0	Phage integrase family
rve	PF00665.26	SAGEDEP_135676	1.40E-23	74.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_135747	4.40E-11	34	0.1	Integrase core domain
Resolvase	PF00239.21	SAGEDEP_135752	1.20E-45	146.1	0.4	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_135836	1.40E-24	77.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_135837	1.20E-15	48.7	0.2	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_135854	2.10E-14	44.6	0	Phage integrase family
rve	PF00665.26	SAGEDEP_135877	5.40E-12	36.9	0	Integrase core domain
DDE_Tnp_1_4	PF13701.6	SAGEDEP_136187	1.10E-34	110.3	0	Transposase DDE domain group 1
DDE_Tnp_1	PF01609.21	SAGEDEP_136187	2.60E-13	41	0	Transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_136188	3.50E-10	30.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_136229	8.00E-23	72	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_136280	5.30E-11	33.5	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_136315	1.80E-18	57.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_136469	9.90E-12	35.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_136470	1.00E-13	42.4	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_136471	2.90E-19	60.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_136472	2.90E-35	112.5	0	Phage integrase family
rve	PF00665.26	SAGEDEP_136473	7.30E-15	46.2	0	Integrase core domain
Resolvase	PF00239.21	SAGEDEP_136589	2.40E-47	151.7	0.7	"Resolvase, N terminal domain"
DDE_Tnp_1	PF01609.21	SAGEDEP_136643	8.10E-08	23	0	Transposase DDE domain
DDE_Tnp_IS66	PF03050.14	SAGEDEP_136674	1.30E-18	58.4	0.2	Transposase IS66 family
Phage_integrase	PF00589.22	SAGEDEP_136689	2.90E-34	109.2	0.1	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_136720	4.50E-32	102.1	0	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_136720	3.20E-20	63.5	0	Recombinase
rve	PF00665.26	SAGEDEP_020138	2.70E-12	37.9	0.1	Integrase core domain
rve	PF00665.26	SAGEDEP_020167	6.60E-15	46.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_020171	4.50E-23	72.7	0	Integrase core domain
rve	PF00665.26	SAGEDEP_020184	8.30E-17	52.5	0	Integrase core domain
rve	PF00665.26	SAGEDEP_020205	6.10E-11	33.5	0	Integrase core domain
rve	PF00665.26	SAGEDEP_020215	1.30E-13	42.2	0	Integrase core domain
rve	PF00665.26	SAGEDEP_020228	6.00E-22	69.1	0	Integrase core domain
rve	PF00665.26	SAGEDEP_020232	8.30E-14	42.8	0	Integrase core domain
rve	PF00665.26	SAGEDEP_020253	1.80E-12	38.5	0	Integrase core domain
rve	PF00665.26	SAGEDEP_020258	5.40E-14	43.4	0	Integrase core domain
rve	PF00665.26	SAGEDEP_020267	6.40E-12	36.7	0	Integrase core domain
rve	PF00665.26	SAGEDEP_020403	8.80E-12	36.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_020409	1.80E-17	54.6	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_020456	4.40E-23	72.8	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_020471	2.50E-27	86.6	1.5	Phage integrase family
DDE_Tnp_1	PF01609.21	SAGEDEP_020514	1.90E-15	48	0	Transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_020559	8.80E-33	104.4	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_020561	1.60E-27	87.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_020563	1.10E-30	97.5	0	Phage integrase family
Recombinase	PF07508.13	SAGEDEP_020604	4.60E-16	50.1	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_020615	1.70E-24	77.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_020616	2.50E-26	83.4	0	Phage integrase family
DDE_Tnp_IS240	PF13610.6	SAGEDEP_020630	2.80E-11	34.8	0.1	DDE domain
DDE_Tnp_IS1	PF03400.13	SAGEDEP_020630	8.30E-09	26.8	1.2	IS1 transposase
Phage_integrase	PF00589.22	SAGEDEP_020633	1.70E-27	87.2	4.6	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_020659	5.30E-13	40	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_020706	5.90E-36	114.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_020707	2.90E-22	70.2	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_020709	9.00E-14	42.5	0	Phage integrase family
rve	PF00665.26	SAGEDEP_020836	4.90E-11	33.9	0	Integrase core domain
rve	PF00665.26	SAGEDEP_020868	4.70E-15	46.8	0	Integrase core domain
rve	PF00665.26	SAGEDEP_020877	7.20E-15	46.2	0	Integrase core domain
rve	PF00665.26	SAGEDEP_020884	4.90E-13	40.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_020905	3.20E-13	40.9	0	Integrase core domain
rve	PF00665.26	SAGEDEP_020909	2.90E-12	37.8	0	Integrase core domain
rve	PF00665.26	SAGEDEP_020970	2.20E-12	38.2	0	Integrase core domain
rve	PF00665.26	SAGEDEP_020975	1.10E-13	42.4	0	Integrase core domain
rve	PF00665.26	SAGEDEP_020999	1.20E-10	32.6	0	Integrase core domain
rve	PF00665.26	SAGEDEP_021010	1.30E-11	35.7	0	Integrase core domain
rve	PF00665.26	SAGEDEP_021020	1.30E-11	35.7	0	Integrase core domain
rve	PF00665.26	SAGEDEP_021037	2.80E-13	41.1	0	Integrase core domain
rve	PF00665.26	SAGEDEP_021057	2.00E-12	38.4	0.1	Integrase core domain
rve	PF00665.26	SAGEDEP_021061	7.20E-14	43	0	Integrase core domain
rve	PF00665.26	SAGEDEP_021064	2.60E-15	47.6	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_021118	3.70E-24	76.3	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_021154	1.40E-29	94	0.6	Phage integrase family
DDE_Tnp_1	PF01609.21	SAGEDEP_021221	5.60E-08	23.6	0	Transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_021343	3.70E-25	79.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_021355	1.10E-14	45.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_021356	1.30E-25	81.1	0.1	Phage integrase family
DDE_Tnp_1	PF01609.21	SAGEDEP_021357	4.70E-13	40.2	0	Transposase DDE domain
DDE_Tnp_1_assoc	PF13808.6	SAGEDEP_021358	7.90E-20	61.7	0	DDE_Tnp_1-associated
DDE_3	PF13358.6	SAGEDEP_021463	3.00E-26	82.9	0	DDE superfamily endonuclease
Resolvase	PF00239.21	SAGEDEP_021510	8.90E-24	75.2	0.1	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_021510	7.40E-12	36.6	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_021520	1.90E-10	31.7	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_021539	1.30E-35	113.6	2.4	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_021539	1.10E-20	65	0	Recombinase
rve	PF00665.26	SAGEDEP_021540	8.40E-28	88	0.2	Integrase core domain
DDE_Tnp_IS240	PF13610.6	SAGEDEP_021540	1.40E-09	29.3	0	DDE domain
rve	PF00665.26	SAGEDEP_021576	6.50E-23	72.2	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_021584	1.50E-24	77.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_021588	3.50E-11	34.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_021593	4.00E-26	82.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_021779	5.50E-14	43.2	0	Phage integrase family
rve	PF00665.26	SAGEDEP_021860	4.00E-16	50.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_021861	3.30E-18	57	0	Integrase core domain
rve	PF00665.26	SAGEDEP_021862	1.30E-12	39	0	Integrase core domain
rve	PF00665.26	SAGEDEP_021878	1.10E-14	45.6	0	Integrase core domain
rve	PF00665.26	SAGEDEP_021908	5.60E-14	43.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_021913	2.20E-13	41.4	0	Integrase core domain
rve	PF00665.26	SAGEDEP_021955	1.60E-17	54.8	0	Integrase core domain
rve	PF00665.26	SAGEDEP_021975	2.50E-14	44.5	0	Integrase core domain
rve	PF00665.26	SAGEDEP_022014	2.20E-13	41.4	0	Integrase core domain
rve	PF00665.26	SAGEDEP_022060	2.00E-11	35.1	0	Integrase core domain
rve	PF00665.26	SAGEDEP_022113	7.10E-17	52.7	0	Integrase core domain
Resolvase	PF00239.21	SAGEDEP_022120	1.30E-30	97.4	0.3	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_022141	6.70E-29	91.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_022201	9.30E-25	78.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_022202	1.10E-18	58.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_022203	3.20E-21	66.8	0	Phage integrase family
DDE_Tnp_1	PF01609.21	SAGEDEP_022373	8.20E-11	32.8	0	Transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_022374	2.10E-37	119.5	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_022375	3.10E-27	86.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_022376	6.50E-30	95.1	0	Phage integrase family
DDE_Tnp_1_assoc	PF13808.6	SAGEDEP_022378	4.70E-27	84.9	0.1	DDE_Tnp_1-associated
Phage_integrase	PF00589.22	SAGEDEP_022456	8.10E-15	45.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_022472	2.50E-23	73.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_022473	1.50E-17	54.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_022474	2.30E-33	106.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_022475	4.90E-10	30.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_022476	2.60E-17	54.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_022477	1.10E-25	81.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_022572	1.60E-27	87.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_022573	1.10E-20	65	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_022574	2.60E-27	86.6	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_022593	2.30E-09	28.2	0	Phage integrase family
rve	PF00665.26	SAGEDEP_022658	5.70E-17	53	0	Integrase core domain
rve	PF00665.26	SAGEDEP_022669	7.20E-12	36.5	0	Integrase core domain
rve	PF00665.26	SAGEDEP_022678	8.50E-15	46	0	Integrase core domain
rve	PF00665.26	SAGEDEP_022740	9.20E-17	52.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_022756	2.10E-18	57.6	0.7	Integrase core domain
rve	PF00665.26	SAGEDEP_022764	8.90E-17	52.4	0	Integrase core domain
rve	PF00665.26	SAGEDEP_022777	2.10E-15	47.9	0	Integrase core domain
rve	PF00665.26	SAGEDEP_022785	1.00E-15	48.9	0	Integrase core domain
rve	PF00665.26	SAGEDEP_022797	4.20E-13	40.5	0	Integrase core domain
rve	PF00665.26	SAGEDEP_022812	1.20E-14	45.5	0	Integrase core domain
rve	PF00665.26	SAGEDEP_022825	5.50E-14	43.4	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_022953	5.80E-26	82.2	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_049569	4.80E-50	160.4	0.1	"Resolvase, N terminal domain"
Resolvase	PF00239.21	SAGEDEP_049741	1.20E-16	52.1	0.1	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_049741	1.40E-12	39	0.1	Recombinase
Resolvase	PF00239.21	SAGEDEP_049796	5.80E-15	46.6	0.1	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_049798	6.20E-45	144	0	Phage integrase family
DDE_Tnp_1	PF01609.21	SAGEDEP_049983	6.00E-08	23.5	0.1	Transposase DDE domain
rve	PF00665.26	SAGEDEP_050018	5.20E-13	40.2	0	Integrase core domain
rve	PF00665.26	SAGEDEP_050022	2.70E-11	34.7	0	Integrase core domain
rve	PF00665.26	SAGEDEP_050045	2.40E-13	41.3	0.1	Integrase core domain
rve	PF00665.26	SAGEDEP_050060	8.70E-14	42.7	0	Integrase core domain
rve	PF00665.26	SAGEDEP_050076	4.80E-11	33.9	0	Integrase core domain
rve	PF00665.26	SAGEDEP_050120	1.60E-14	45.1	0	Integrase core domain
rve	PF00665.26	SAGEDEP_050122	1.30E-17	55.1	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_050154	3.60E-20	63.4	0	Phage integrase family
Recombinase	PF07508.13	SAGEDEP_050168	5.70E-09	27.3	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_050171	1.80E-25	80.6	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_050204	1.10E-18	58.7	0	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_050245	9.80E-19	58.7	0.4	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_050246	1.00E-23	74.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_050319	1.80E-18	57.9	0.1	Phage integrase family
DDE_Tnp_IS240	PF13610.6	SAGEDEP_050630	5.10E-09	27.4	0	DDE domain
Phage_integrase	PF00589.22	SAGEDEP_050674	1.60E-11	35.2	0	Phage integrase family
rve	PF00665.26	SAGEDEP_050743	5.40E-26	82.1	0	Integrase core domain
rve	PF00665.26	SAGEDEP_050763	3.90E-26	82.6	0	Integrase core domain
DDE_Tnp_ISL3	PF01610.17	SAGEDEP_050764	1.70E-12	38.5	0	Transposase
Phage_integrase	PF00589.22	SAGEDEP_050788	5.50E-18	56.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_050799	3.70E-09	27.5	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_050901	4.50E-53	170.2	0.4	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_050913	1.40E-16	51.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_050949	1.60E-13	41.7	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_050950	7.10E-14	42.9	0.4	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_051008	5.90E-23	72.4	0	Phage integrase family
DDE_Tnp_IS1	PF03400.13	SAGEDEP_051130	1.60E-09	29.2	0.1	IS1 transposase
rve	PF00665.26	SAGEDEP_051143	4.70E-15	46.8	0	Integrase core domain
rve	PF00665.26	SAGEDEP_051145	2.80E-14	44.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_051152	1.00E-14	45.7	0	Integrase core domain
rve	PF00665.26	SAGEDEP_051174	1.40E-14	45.3	0	Integrase core domain
rve	PF00665.26	SAGEDEP_051200	1.00E-13	42.5	0	Integrase core domain
DDE_Tnp_IS240	PF13610.6	SAGEDEP_051234	6.60E-10	30.3	0.3	DDE domain
DDE_Tnp_1_assoc	PF13808.6	SAGEDEP_051282	2.30E-26	82.7	0	DDE_Tnp_1-associated
DDE_Tnp_1	PF01609.21	SAGEDEP_051282	2.50E-09	28	0.3	Transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_051283	1.30E-36	116.9	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_051284	4.40E-26	82.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_051285	1.70E-30	97	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_051306	1.30E-22	71.4	0.4	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_051306	6.30E-13	40.1	0	Recombinase
DDE_Tnp_IS66	PF03050.14	SAGEDEP_051315	4.50E-50	161.5	0.3	Transposase IS66 family
Phage_integrase	PF00589.22	SAGEDEP_051317	1.10E-23	74.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_051332	1.10E-20	65	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_051377	5.30E-16	49.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_051413	3.20E-40	128.7	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_051441	8.80E-28	88.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_051448	6.30E-19	59.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_051452	4.00E-31	99	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_051453	4.20E-20	63.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_051454	9.20E-32	101.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_051469	8.30E-29	91.5	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_051480	5.80E-12	36.6	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_051481	3.90E-22	69.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_051514	4.70E-21	66.2	0.1	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_051551	5.10E-25	79.2	0	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_051617	1.20E-32	104	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_051619	4.90E-16	49.9	0	Phage integrase family
rve	PF00665.26	SAGEDEP_051642	5.60E-12	36.9	0.1	Integrase core domain
rve	PF00665.26	SAGEDEP_051732	5.30E-11	33.7	0	Integrase core domain
rve	PF00665.26	SAGEDEP_051743	1.40E-12	38.9	0	Integrase core domain
rve	PF00665.26	SAGEDEP_051758	8.50E-15	46	0	Integrase core domain
rve	PF00665.26	SAGEDEP_051769	3.50E-14	44	0	Integrase core domain
rve	PF00665.26	SAGEDEP_051782	1.40E-13	42.1	0	Integrase core domain
rve	PF00665.26	SAGEDEP_051795	2.00E-13	41.5	0	Integrase core domain
rve	PF00665.26	SAGEDEP_051800	8.10E-15	46.1	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_051868	5.50E-18	56.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_051906	7.20E-20	62.4	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_051951	3.50E-32	102.4	0	Phage integrase family
rve	PF00665.26	SAGEDEP_051991	5.70E-14	43.3	0.2	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_052052	5.50E-26	82.3	0.3	Phage integrase family
Recombinase	PF07508.13	SAGEDEP_052094	3.50E-16	50.5	0	Recombinase
Phage_integrase	PF00589.22	SAGEDEP_052095	6.60E-23	72.3	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_052096	1.10E-21	68.2	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_052097	9.20E-30	94.6	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_052098	7.00E-08	23.6	0	"Resolvase, N terminal domain"
Phage_integrase	PF00589.22	SAGEDEP_052103	1.90E-11	34.9	0	Phage integrase family
rve	PF00665.26	SAGEDEP_052177	4.30E-14	43.7	0	Integrase core domain
rve	PF00665.26	SAGEDEP_052181	2.10E-15	48	0	Integrase core domain
rve	PF00665.26	SAGEDEP_052195	1.40E-14	45.2	0	Integrase core domain
rve	PF00665.26	SAGEDEP_052205	1.30E-15	48.6	0	Integrase core domain
rve	PF00665.26	SAGEDEP_052214	1.30E-14	45.4	0	Integrase core domain
rve	PF00665.26	SAGEDEP_052216	1.70E-14	45	0	Integrase core domain
rve	PF00665.26	SAGEDEP_052218	3.80E-14	43.9	0	Integrase core domain
rve	PF00665.26	SAGEDEP_052220	1.30E-13	42.2	0	Integrase core domain
rve	PF00665.26	SAGEDEP_052226	1.20E-15	48.7	0	Integrase core domain
rve	PF00665.26	SAGEDEP_052238	4.00E-15	47.1	0	Integrase core domain
Phage_integrase	PF00589.22	SAGEDEP_052282	1.20E-13	42.1	0	Phage integrase family
DDE_Tnp_1_assoc	PF13808.6	SAGEDEP_052298	4.90E-22	68.8	0	DDE_Tnp_1-associated
DDE_Tnp_1	PF01609.21	SAGEDEP_052298	5.30E-13	40	0	Transposase DDE domain
DDE_Tnp_1	PF01609.21	SAGEDEP_052299	4.80E-15	46.6	0	Transposase DDE domain
Phage_integrase	PF00589.22	SAGEDEP_052325	1.10E-32	104.2	0.1	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_052341	9.60E-11	32.7	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_065702	6.70E-13	39.7	0.1	Phage integrase family
rve	PF00665.26	SAGEDEP_065712	3.10E-27	86.1	0.1	Integrase core domain
DDE_Tnp_IS240	PF13610.6	SAGEDEP_065712	1.10E-09	29.5	0	DDE domain
Phage_integrase	PF00589.22	SAGEDEP_065717	7.60E-23	72.1	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_065718	5.40E-32	101.8	0	Phage integrase family
Phage_integrase	PF00589.22	SAGEDEP_065719	8.30E-18	55.7	0	Phage integrase family
Resolvase	PF00239.21	SAGEDEP_065757	3.40E-22	70.1	0.2	"Resolvase, N terminal domain"
Recombinase	PF07508.13	SAGEDEP_065757	5.70E-16	49.8	0	Recombinase
