Genome,preVC,VC Status,VC,VC Size,Quality,Adjusted P-value,VC Avg Distance,Topology Confidence Score,Genus Confidence Score
DNA_vOTU_7584,preVC_1736,Clustered,VC_1736_0,2,1,1,1,1,1
DNA_vOTU_7585,preVC_759,Clustered,VC_759_0,9,0.4432,1,3.359033837,0.4432,1
DNA_vOTU_7586,preVC_1773,Clustered,VC_1773_0,2,1,1,0,1,1
DNA_vOTU_7587,,Outlier,,,,,,,
DNA_vOTU_7588,preVC_873,Clustered,VC_873_0,5,0.5614,0.99997008,6.457099759,0.5614,1
DNA_vOTU_7589,preVC_1485,Clustered,VC_1485_0,2,0.7672,0.72985431,0,0.56,1
DNA_vOTU_759,,Overlap (VC_266/VC_644),,,,,,,
DNA_vOTU_7590,,Singleton,,,,,,,
DNA_vOTU_7591,,Outlier,,,,,,,
DNA_vOTU_7592,preVC_1330,Clustered,VC_1330_0,6,0.9517,0.94668147,2.93327039,0.901,1
DNA_vOTU_7593,,Outlier,,,,,,,
DNA_vOTU_7594,preVC_642,Clustered,VC_642_0,6,0.8034,0.98674718,1.628025579,0.7927,1
DNA_vOTU_7595,preVC_1774,Clustered,VC_1774_0,2,1,1,3.16227766,1,1
DNA_vOTU_7596,,Overlap (VC_905/VC_906),,,,,,,
DNA_vOTU_7597,,Singleton,,,,,,,
DNA_vOTU_7598,,Outlier,,,,,,,
DNA_vOTU_7599,,Singleton,,,,,,,
DNA_vOTU_76,,Overlap (VC_436/VC_809/VC_812),,,,,,,
DNA_vOTU_760,preVC_433,Clustered,VC_433_0,53,0.6672,1,4.409454447,0.6672,0.9956
DNA_vOTU_7600,,Singleton,,,,,,,
DNA_vOTU_7601,preVC_923,Clustered,VC_923_0,5,0.6154,0.99995895,3.983884902,0.6153,1
DNA_vOTU_7602,,Singleton,,,,,,,
DNA_vOTU_7603,,Singleton,,,,,,,
DNA_vOTU_7604,preVC_1108,Clustered,VC_1108_0,7,0.9192,0.99988104,0.285714286,0.9191,1
DNA_vOTU_7605,,Singleton,,,,,,,
DNA_vOTU_7606,,Singleton,,,,,,,
DNA_vOTU_7607,,Singleton,,,,,,,
DNA_vOTU_7608,,Singleton,,,,,,,
DNA_vOTU_7609,,Singleton,,,,,,,
DNA_vOTU_761,preVC_363,Clustered,VC_363_0,3,0.5918,0.99734333,5.017689721,0.5902,1
DNA_vOTU_7610,,Singleton,,,,,,,
DNA_vOTU_7611,,Singleton,,,,,,,
DNA_vOTU_7612,,Overlap (VC_1034/VC_1055),,,,,,,
DNA_vOTU_7613,preVC_1668,Clustered,VC_1668_0,2,1,1,2.449489743,1,1
DNA_vOTU_7614,,Singleton,,,,,,,
DNA_vOTU_7615,preVC_1093,Clustered,VC_1093_0,2,0.2651,0.91941373,1.732050808,0.2437,1
DNA_vOTU_7616,,Outlier,,,,,,,
DNA_vOTU_7617,,Singleton,,,,,,,
DNA_vOTU_7618,,Singleton,,,,,,,
DNA_vOTU_7619,,Outlier,,,,,,,
DNA_vOTU_762,preVC_1224,Clustered,VC_1224_0,2,0.7937,0.81445332,3.605551275,0.6464,1
DNA_vOTU_7620,,Outlier,,,,,,,
DNA_vOTU_7621,,Overlap (VC_400/VC_401),,,,,,,
DNA_vOTU_7622,,Singleton,,,,,,,
DNA_vOTU_7623,,Overlap (VC_840/VC_1228),,,,,,,
DNA_vOTU_7624,,Singleton,,,,,,,
DNA_vOTU_7625,,Outlier,,,,,,,
DNA_vOTU_7626,,Outlier,,,,,,,
DNA_vOTU_7627,preVC_405,Clustered,VC_405_0,12,0.6425,0.99890862,3.421774358,0.6418,1
DNA_vOTU_7628,preVC_430,Clustered,VC_430_0,24,0.8333,1,1.667150638,0.8333,1
DNA_vOTU_7629,preVC_1401,Clustered,VC_1401_0,2,1,1,1.732050808,1,1
DNA_vOTU_763,preVC_348,Clustered,VC_348_0,20,0.5417,1,4.288171573,0.5417,0.9947
DNA_vOTU_7630,,Singleton,,,,,,,
DNA_vOTU_7631,,Singleton,,,,,,,
DNA_vOTU_7632,,Singleton,,,,,,,
DNA_vOTU_7633,preVC_997,Clustered,VC_997_0,4,0.0899,0.71858427,3.638689713,0.0646,1
DNA_vOTU_7634,,Outlier,,,,,,,
DNA_vOTU_7635,,Overlap (VC_940/VC_1608),,,,,,,
DNA_vOTU_7636,,Outlier,,,,,,,
DNA_vOTU_7637,,Outlier,,,,,,,
DNA_vOTU_7638,,Singleton,,,,,,,
DNA_vOTU_7639,,Singleton,,,,,,,
DNA_vOTU_764,,Singleton,,,,,,,
DNA_vOTU_7640,preVC_618,Clustered,VC_618_0,3,0.3371,0.99766464,3.99620246,0.3364,1
DNA_vOTU_7641,,Singleton,,,,,,,
DNA_vOTU_7642,preVC_1041,Clustered,VC_1041_0,2,0.6465,0.5,2.828427125,0.3233,1
DNA_vOTU_7643,,Singleton,,,,,,,
DNA_vOTU_7644,,Singleton,,,,,,,
DNA_vOTU_7645,,Singleton,,,,,,,
DNA_vOTU_7646,,Singleton,,,,,,,
DNA_vOTU_7647,,Outlier,,,,,,,
DNA_vOTU_7648,,Overlap (VC_449/VC_634),,,,,,,
DNA_vOTU_7649,,Outlier,,,,,,,
DNA_vOTU_765,,Singleton,,,,,,,
DNA_vOTU_7650,,Overlap (VC_898/VC_1499),,,,,,,
DNA_vOTU_7651,preVC_1100,Clustered,VC_1100_0,3,1,1,1.745355992,1,1
DNA_vOTU_7652,,Singleton,,,,,,,
DNA_vOTU_7653,,Singleton,,,,,,,
DNA_vOTU_7654,,Singleton,,,,,,,
DNA_vOTU_7655,,Overlap (VC_634/VC_635/VC_1248),,,,,,,
DNA_vOTU_7656,preVC_759,Clustered,VC_759_0,9,0.4432,1,3.359033837,0.4432,1
DNA_vOTU_7657,,Singleton,,,,,,,
DNA_vOTU_7658,,Singleton,,,,,,,
DNA_vOTU_7659,,Overlap (VC_504/VC_750/VC_937/VC_1418),,,,,,,
DNA_vOTU_766,preVC_596,Clustered,VC_596_0,5,0.4702,0.99949626,3.19478177,0.47,1
DNA_vOTU_7660,preVC_427,Clustered,VC_427_0,14,0.5265,1,2.1255437,0.5265,1
DNA_vOTU_7661,,Singleton,,,,,,,
DNA_vOTU_7662,preVC_844,Clustered,VC_844_0,7,0.9259,0.88960273,2.447262896,0.8237,1
DNA_vOTU_7663,preVC_521,Clustered,VC_521_0,2,0.3647,0.90478487,3.16227766,0.3299,1
DNA_vOTU_7664,,Singleton,,,,,,,
DNA_vOTU_7665,,Singleton,,,,,,,
DNA_vOTU_7666,,Singleton,,,,,,,
DNA_vOTU_7667,,Outlier,,,,,,,
DNA_vOTU_7668,preVC_733,Clustered,VC_733_0,2,0.5141,0.87921671,2.645751311,0.452,1
DNA_vOTU_7669,,Singleton,,,,,,,
DNA_vOTU_767,,Singleton,,,,,,,
DNA_vOTU_7670,,Singleton,,,,,,,
DNA_vOTU_7671,,Singleton,,,,,,,
DNA_vOTU_7672,,Outlier,,,,,,,
DNA_vOTU_7673,,Singleton,,,,,,,
DNA_vOTU_7674,preVC_812,Clustered,VC_812_0,13,0.6282,1,3.327638991,0.6282,1
DNA_vOTU_7675,,Outlier,,,,,,,
DNA_vOTU_7676,preVC_1278,Clustered,VC_1278_0,2,0.3562,0.85557782,4.242640687,0.3047,1
DNA_vOTU_7677,preVC_1742,Clustered,VC_1742_0,2,0.3779,0.72985431,1,0.2758,1
DNA_vOTU_7678,,Singleton,,,,,,,
DNA_vOTU_7679,preVC_700,Clustered,VC_700_0,2,0.1121,0.81595859,2.236067977,0.0915,1
DNA_vOTU_768,,Outlier,,,,,,,
DNA_vOTU_7680,,Singleton,,,,,,,
DNA_vOTU_7681,,Outlier,,,,,,,
DNA_vOTU_7682,preVC_1408,Clustered,VC_1408_0,3,0.4339,0.98562943,2.276142375,0.4277,1
DNA_vOTU_7683,preVC_759,Clustered,VC_759_0,9,0.4432,1,3.359033837,0.4432,1
DNA_vOTU_7684,preVC_1739,Clustered,VC_1739_0,2,0.3749,0.72985431,2,0.2736,1
DNA_vOTU_7685,preVC_1256,Clustered,VC_1256_0,2,0.1791,0.86635419,1.732050808,0.1552,1
DNA_vOTU_7686,preVC_629,Clustered,VC_629_0,11,0.6922,1,3.997142964,0.6922,1
DNA_vOTU_7687,,Outlier,,,,,,,
DNA_vOTU_7688,,Overlap (VC_655/VC_922),,,,,,,
DNA_vOTU_7689,,Outlier,,,,,,,
DNA_vOTU_769,preVC_662,Clustered,VC_662_0,6,0.6193,0.99976284,5.31524068,0.6191,1
DNA_vOTU_7690,,Outlier,,,,,,,
DNA_vOTU_7691,preVC_1338,Clustered,VC_1338_0,6,1,1,4.365393383,1,1
DNA_vOTU_7692,preVC_578,Clustered,VC_578_0,7,0.7592,1,3.46415874,0.7592,1
DNA_vOTU_7693,preVC_262,Clustered,VC_262_0,3,0.5191,0.97743653,6.821854703,0.5074,1
DNA_vOTU_7694,preVC_1661,Clustered,VC_1661_0,4,1,1,1.276142375,1,1
DNA_vOTU_7695,,Singleton,,,,,,,
DNA_vOTU_7696,,Singleton,,,,,,,
DNA_vOTU_7697,,Singleton,,,,,,,
DNA_vOTU_7698,,Singleton,,,,,,,
DNA_vOTU_7699,preVC_665,Clustered,VC_665_0,3,0.7087,0.92554266,3.15963415,0.6559,1
DNA_vOTU_77,,Outlier,,,,,,,
DNA_vOTU_770,preVC_1775,Clustered,VC_1775_0,2,1,1,3,1,1
DNA_vOTU_7700,,Singleton,,,,,,,
DNA_vOTU_7701,,Singleton,,,,,,,
DNA_vOTU_7702,,Singleton,,,,,,,
DNA_vOTU_7703,,Singleton,,,,,,,
DNA_vOTU_7704,,Outlier,,,,,,,
DNA_vOTU_7705,preVC_1049,Clustered,VC_1049_0,9,0.9041,0.95740029,1.187758232,0.8655,1
DNA_vOTU_7706,,Singleton,,,,,,,
DNA_vOTU_7707,,Singleton,,,,,,,
DNA_vOTU_7708,,Singleton,,,,,,,
DNA_vOTU_7709,,Singleton,,,,,,,
DNA_vOTU_771,preVC_505,Clustered,VC_505_0,20,0.3978,1,4.778437112,0.3978,0.9842
DNA_vOTU_7710,,Overlap (VC_408/VC_1175),,,,,,,
DNA_vOTU_7711,preVC_1207,Clustered,VC_1207_0,9,0.9988,0.94955786,2.986769944,0.9484,1
DNA_vOTU_7712,,Singleton,,,,,,,
DNA_vOTU_7713,preVC_369,Clustered,VC_369_0,15,0.8604,1,3.217884122,0.8604,1
DNA_vOTU_7714,preVC_1002,Clustered,VC_1002_0,4,0.8195,0.77749564,1.824045318,0.6372,1
DNA_vOTU_7715,,Singleton,,,,,,,
DNA_vOTU_7716,preVC_1661,Clustered,VC_1661_0,4,1,1,1.276142375,1,1
DNA_vOTU_7717,,Overlap (VC_544/VC_548),,,,,,,
DNA_vOTU_7718,,Singleton,,,,,,,
DNA_vOTU_7719,,Singleton,,,,,,,
DNA_vOTU_772,,Singleton,,,,,,,
DNA_vOTU_7720,,Singleton,,,,,,,
DNA_vOTU_7721,,Outlier,,,,,,,
DNA_vOTU_7722,,Singleton,,,,,,,
DNA_vOTU_7723,,Singleton,,,,,,,
DNA_vOTU_7724,,Singleton,,,,,,,
DNA_vOTU_7725,preVC_1659,Clustered,VC_1659_0,2,1,1,2.236067977,1,1
DNA_vOTU_7726,preVC_1595,Clustered,VC_1595_0,2,0.4717,0.5,2.828427125,0.2358,1
DNA_vOTU_7727,preVC_1521,Clustered,VC_1521_0,3,0.8096,0.92554266,2.55228475,0.7494,1
DNA_vOTU_7728,,Singleton,,,,,,,
DNA_vOTU_7729,preVC_1742,Clustered,VC_1742_0,2,0.3779,0.72985431,1,0.2758,1
DNA_vOTU_773,preVC_236,Clustered,VC_236_0,2,0.1377,0.9316795,1.414213562,0.1283,1
DNA_vOTU_7730,preVC_1043,Clustered,VC_1043_0,3,0.5361,0.98269472,4.157378652,0.5269,1
DNA_vOTU_7731,,Singleton,,,,,,,
DNA_vOTU_7732,,Overlap (VC_617/VC_620),,,,,,,
DNA_vOTU_7733,,Outlier,,,,,,,
DNA_vOTU_7734,preVC_1776,Clustered,VC_1776_0,2,1,1,1.732050808,1,1
DNA_vOTU_7735,preVC_1758,Clustered,VC_1758_0,2,1,1,1.732050808,1,1
DNA_vOTU_7736,,Singleton,,,,,,,
DNA_vOTU_7737,preVC_1451,Clustered,VC_1451_0,4,0.7559,0.99498753,2.035521387,0.7521,1
DNA_vOTU_7738,preVC_519,Clustered,VC_519_0,6,0.487,0.99993545,4.190216777,0.487,1
DNA_vOTU_7739,preVC_614,Clustered,VC_614_0,4,0.7544,0.9396546,4.44041194,0.7088,1
DNA_vOTU_774,,Singleton,,,,,,,
DNA_vOTU_7740,,Overlap (VC_408/VC_1175),,,,,,,
DNA_vOTU_7741,preVC_1777,Clustered,VC_1777_0,2,1,1,6,1,1
DNA_vOTU_7742,,Outlier,,,,,,,
DNA_vOTU_7743,,Singleton,,,,,,,
DNA_vOTU_7744,preVC_1778,Clustered,VC_1778_0,2,1,1,2,1,1
DNA_vOTU_7745,,Singleton,,,,,,,
DNA_vOTU_7746,,Outlier,,,,,,,
DNA_vOTU_7747,preVC_411,Clustered,VC_411_0,4,0.5364,0.99346676,4.537566901,0.5329,1
DNA_vOTU_7748,preVC_1226,Clustered,VC_1226_0,2,1,1,1.732050808,1,1
DNA_vOTU_7749,,Singleton,,,,,,,
DNA_vOTU_775,,Singleton,,,,,,,
DNA_vOTU_7750,,Outlier,,,,,,,
DNA_vOTU_7751,,Singleton,,,,,,,
DNA_vOTU_7752,,Singleton,,,,,,,
DNA_vOTU_7753,preVC_1202,Clustered,VC_1202_0,2,0.8165,0.5,2,0.4082,1
DNA_vOTU_7754,preVC_1509,Clustered,VC_1509_0,3,0.4095,0.97404352,2.443769677,0.3989,1
DNA_vOTU_7755,,Singleton,,,,,,,
DNA_vOTU_7756,,Singleton,,,,,,,
DNA_vOTU_7757,,Singleton,,,,,,,
DNA_vOTU_7758,,Singleton,,,,,,,
DNA_vOTU_7759,preVC_1671,Clustered,VC_1671_0,3,0.816,0.9859071,2.353321624,0.8045,1
DNA_vOTU_776,preVC_1779,Clustered,VC_1779_0,3,0.8594,0.81445332,3.960007965,0.7,1
DNA_vOTU_7760,,Singleton,,,,,,,
DNA_vOTU_7761,,Singleton,,,,,,,
DNA_vOTU_7762,,Singleton,,,,,,,
DNA_vOTU_7763,,Singleton,,,,,,,
DNA_vOTU_7764,preVC_584,Clustered,VC_584_0,3,0.6318,0.89203753,2.139202843,0.5636,1
DNA_vOTU_7765,,Singleton,,,,,,,
DNA_vOTU_7766,,Singleton,,,,,,,
DNA_vOTU_7767,,Singleton,,,,,,,
DNA_vOTU_7768,,Singleton,,,,,,,
DNA_vOTU_7769,,Singleton,,,,,,,
DNA_vOTU_777,preVC_352,Clustered,VC_352_0,8,0.8267,0.99999174,1.811256147,0.8267,1
DNA_vOTU_7770,preVC_1780,Clustered,VC_1780_0,3,1,1,2.12593404,1,1
DNA_vOTU_7771,preVC_1205,Clustered,VC_1205_0,3,0.8067,0.92554266,3.356550964,0.7466,1
DNA_vOTU_7772,,Singleton,,,,,,,
DNA_vOTU_7773,preVC_1396,Clustered,VC_1396_0,6,0.8341,0.72830047,2.648345139,0.6075,1
DNA_vOTU_7774,,Singleton,,,,,,,
DNA_vOTU_7775,,Outlier,,,,,,,
DNA_vOTU_7776,preVC_1781,Clustered,VC_1781_0,2,1,1,2.449489743,1,1
DNA_vOTU_7777,preVC_736,Clustered,VC_736_0,2,0.4571,0.91237788,3.605551275,0.417,1
DNA_vOTU_7778,preVC_423,Clustered,VC_423_0,31,0.601,1,4.144600506,0.601,0.9957
DNA_vOTU_7779,preVC_1620,Clustered,VC_1620_0,3,0.5072,0.99054823,1.138071187,0.5024,1
DNA_vOTU_778,,Singleton,,,,,,,
DNA_vOTU_7780,,Outlier,,,,,,,
DNA_vOTU_7781,,Singleton,,,,,,,
DNA_vOTU_7782,preVC_482,Clustered,VC_482_0,4,1,1,1.902934755,1,1
DNA_vOTU_7783,,Singleton,,,,,,,
DNA_vOTU_7784,preVC_84,Clustered,VC_84_0,9,0.4948,0.99703856,3.340486225,0.4934,1
DNA_vOTU_7785,,Outlier,,,,,,,
DNA_vOTU_7786,,Outlier,,,,,,,
DNA_vOTU_7787,,Singleton,,,,,,,
DNA_vOTU_7788,,Singleton,,,,,,,
DNA_vOTU_7789,,Singleton,,,,,,,
DNA_vOTU_779,preVC_517,Clustered,VC_517_0,2,0.0383,0.9149591,6.08276253,0.0351,1
DNA_vOTU_7790,preVC_1004,Clustered,VC_1004_0,4,0.6213,0.99850372,2.893374127,0.6204,1
DNA_vOTU_7791,,Overlap (VC_617/VC_860),,,,,,,
DNA_vOTU_7792,,Singleton,,,,,,,
DNA_vOTU_7793,,Singleton,,,,,,,
DNA_vOTU_7794,,Singleton,,,,,,,
DNA_vOTU_7795,preVC_622,Clustered,VC_622_0,11,0.5555,1,5.02112631,0.5555,1
DNA_vOTU_7796,,Singleton,,,,,,,
DNA_vOTU_7797,,Singleton,,,,,,,
DNA_vOTU_7798,preVC_780,Clustered,VC_780_0,7,0.5762,0.99999946,3.588077588,0.5762,1
DNA_vOTU_7799,,Outlier,,,,,,,
DNA_vOTU_78,preVC_1445,Clustered,VC_1445_0,2,1,1,2.449489743,1,1
DNA_vOTU_780,preVC_1018,Clustered,VC_1018_0,2,0.5166,0.72985431,4,0.3771,1
DNA_vOTU_7800,,Singleton,,,,,,,
DNA_vOTU_7801,preVC_1741,Clustered,VC_1741_0,2,1,1,3.741657387,1,1
DNA_vOTU_7802,preVC_999,Clustered,VC_999_0,3,0.2498,0.96069563,6.229895601,0.24,1
DNA_vOTU_7803,,Singleton,,,,,,,
DNA_vOTU_7804,,Singleton,,,,,,,
DNA_vOTU_7805,,Singleton,,,,,,,
DNA_vOTU_7806,,Singleton,,,,,,,
DNA_vOTU_7807,,Outlier,,,,,,,
DNA_vOTU_7808,,Singleton,,,,,,,
DNA_vOTU_7809,,Singleton,,,,,,,
DNA_vOTU_781,preVC_876,Clustered,VC_876_0,3,0.3344,0.98592148,2.031747018,0.3297,1
DNA_vOTU_7810,,Outlier,,,,,,,
DNA_vOTU_7811,,Singleton,,,,,,,
DNA_vOTU_7812,,Outlier,,,,,,,
DNA_vOTU_7813,,Singleton,,,,,,,
DNA_vOTU_7814,preVC_1784,Clustered,VC_1784_0,2,1,1,1.414213562,1,1
DNA_vOTU_7815,,Outlier,,,,,,,
DNA_vOTU_7816,,Singleton,,,,,,,
DNA_vOTU_7817,,Singleton,,,,,,,
DNA_vOTU_7818,,Overlap (VC_496/VC_860),,,,,,,
DNA_vOTU_7819,,Singleton,,,,,,,
DNA_vOTU_782,preVC_1087,Clustered,VC_1087_0,4,0.5394,0.97302997,4.436872825,0.5248,1
DNA_vOTU_7820,preVC_1262,Clustered,VC_1262_0,6,0.8939,0.99843761,2.103400992,0.8926,1
DNA_vOTU_7821,preVC_1508,Clustered,VC_1508_0,2,0.7716,0.72985431,1.732050808,0.5632,1
DNA_vOTU_7822,,Singleton,,,,,,,
DNA_vOTU_7823,preVC_366,Clustered,VC_366_0,3,1,1,1.577350269,1,1
DNA_vOTU_7824,,Outlier,,,,,,,
DNA_vOTU_7825,,Singleton,,,,,,,
DNA_vOTU_7826,preVC_355,Clustered,VC_355_0,65,0.8785,0.59171551,2.046027503,0.5198,1
DNA_vOTU_7827,,Singleton,,,,,,,
DNA_vOTU_7828,,Outlier,,,,,,,
DNA_vOTU_7829,preVC_607,Clustered,VC_607_0,10,0.7595,0.99441593,2.863777358,0.7553,1
DNA_vOTU_783,,Overlap (VC_824/VC_935/VC_1177),,,,,,,
DNA_vOTU_7830,preVC_662,Clustered,VC_662_0,6,0.6193,0.99976284,5.31524068,0.6191,1
DNA_vOTU_7831,preVC_949,Clustered,VC_949_0,5,0.9418,0.89435023,2.503001217,0.8423,1
DNA_vOTU_7832,,Singleton,,,,,,,
DNA_vOTU_7833,,Singleton,,,,,,,
DNA_vOTU_7834,,Singleton,,,,,,,
DNA_vOTU_7835,,Singleton,,,,,,,
DNA_vOTU_7836,,Singleton,,,,,,,
DNA_vOTU_7837,,Singleton,,,,,,,
DNA_vOTU_7838,,Singleton,,,,,,,
DNA_vOTU_7839,,Singleton,,,,,,,
DNA_vOTU_784,preVC_622,Clustered,VC_622_0,11,0.5555,1,5.02112631,0.5555,1
DNA_vOTU_7840,,Singleton,,,,,,,
DNA_vOTU_7841,preVC_759,Clustered,VC_759_0,9,0.4432,1,3.359033837,0.4432,1
DNA_vOTU_7842,,Outlier,,,,,,,
DNA_vOTU_7843,,Singleton,,,,,,,
DNA_vOTU_7844,preVC_1040,Clustered/Singleton,VC_1040_0,1,0,1,0,0,1
DNA_vOTU_7845,,Singleton,,,,,,,
DNA_vOTU_7846,preVC_1260,Clustered,VC_1260_0,2,1,1,2.236067977,1,1
DNA_vOTU_7847,,Singleton,,,,,,,
DNA_vOTU_7848,,Singleton,,,,,,,
DNA_vOTU_7849,,Singleton,,,,,,,
DNA_vOTU_785,,Singleton,,,,,,,
DNA_vOTU_7850,,Overlap (VC_590/VC_592),,,,,,,
DNA_vOTU_7851,,Singleton,,,,,,,
DNA_vOTU_7852,,Outlier,,,,,,,
DNA_vOTU_7853,preVC_578,Clustered,VC_578_0,7,0.7592,1,3.46415874,0.7592,1
DNA_vOTU_7854,,Overlap (VC_654/VC_1040),,,,,,,
DNA_vOTU_7855,preVC_1338,Clustered,VC_1338_0,6,1,1,4.365393383,1,1
DNA_vOTU_7856,,Outlier,,,,,,,
DNA_vOTU_7857,,Overlap (VC_993/VC_1191),,,,,,,
DNA_vOTU_7858,,Outlier,,,,,,,
DNA_vOTU_7859,preVC_273,Clustered/Singleton,VC_273_1,1,0,1,0,0,1
DNA_vOTU_786,preVC_504,Clustered,VC_504_0,11,0.4255,0.99999998,2.357175981,0.4255,1
DNA_vOTU_7860,,Singleton,,,,,,,
DNA_vOTU_7861,,Outlier,,,,,,,
DNA_vOTU_7862,,Singleton,,,,,,,
DNA_vOTU_7863,preVC_761,Clustered,VC_761_0,2,1,1,1.732050808,1,1
DNA_vOTU_7864,,Singleton,,,,,,,
DNA_vOTU_7865,,Outlier,,,,,,,
DNA_vOTU_7866,,Singleton,,,,,,,
DNA_vOTU_7867,preVC_802,Clustered,VC_802_0,7,0.6214,1,1.939760864,0.6214,1
DNA_vOTU_7868,,Singleton,,,,,,,
DNA_vOTU_7869,,Singleton,,,,,,,
DNA_vOTU_787,preVC_355,Clustered,VC_355_0,65,0.8785,0.59171551,2.046027503,0.5198,1
DNA_vOTU_7870,preVC_369,Clustered,VC_369_0,15,0.8604,1,3.217884122,0.8604,1
DNA_vOTU_7871,preVC_629,Clustered,VC_629_0,11,0.6922,1,3.997142964,0.6922,1
DNA_vOTU_7872,preVC_1392,Clustered,VC_1392_0,2,1,1,2.449489743,1,1
DNA_vOTU_7873,preVC_1707,Clustered,VC_1707_0,2,1,1,1.414213562,1,1
DNA_vOTU_7874,,Singleton,,,,,,,
DNA_vOTU_7875,,Singleton,,,,,,,
DNA_vOTU_7876,,Singleton,,,,,,,
DNA_vOTU_7877,,Singleton,,,,,,,
DNA_vOTU_7878,preVC_369,Clustered,VC_369_0,15,0.8604,1,3.217884122,0.8604,1
DNA_vOTU_7879,,Singleton,,,,,,,
DNA_vOTU_788,preVC_1234,Clustered,VC_1234_0,3,0.2189,0.82372893,2.425972289,0.1804,1
DNA_vOTU_7880,,Singleton,,,,,,,
DNA_vOTU_7881,,Singleton,,,,,,,
DNA_vOTU_7882,preVC_1065,Clustered,VC_1065_0,6,0.6461,0.99955578,5.768223697,0.6458,1
DNA_vOTU_7883,,Singleton,,,,,,,
DNA_vOTU_7884,,Singleton,,,,,,,
DNA_vOTU_7885,,Outlier,,,,,,,
DNA_vOTU_7886,,Outlier,,,,,,,
DNA_vOTU_7887,preVC_1451,Clustered,VC_1451_0,4,0.7559,0.99498753,2.035521387,0.7521,1
DNA_vOTU_7888,,Singleton,,,,,,,
DNA_vOTU_7889,,Singleton,,,,,,,
DNA_vOTU_789,preVC_1487,Clustered,VC_1487_0,2,0.7916,0.5,2.828427125,0.3958,1
DNA_vOTU_7890,preVC_355,Clustered,VC_355_0,65,0.8785,0.59171551,2.046027503,0.5198,1
DNA_vOTU_7891,preVC_1787,Clustered,VC_1787_0,2,1,1,2.236067977,1,1
DNA_vOTU_7892,,Singleton,,,,,,,
DNA_vOTU_7893,,Singleton,,,,,,,
DNA_vOTU_7894,preVC_429,Clustered,VC_429_0,20,0.8053,0.99845445,2.161010587,0.8041,1
DNA_vOTU_7895,,Singleton,,,,,,,
DNA_vOTU_7896,preVC_355,Clustered,VC_355_0,65,0.8785,0.59171551,2.046027503,0.5198,1
DNA_vOTU_7897,,Singleton,,,,,,,
DNA_vOTU_7898,,Singleton,,,,,,,
DNA_vOTU_7899,,Overlap (VC_782/VC_1134),,,,,,,
DNA_vOTU_79,,Outlier,,,,,,,
DNA_vOTU_790,,Singleton,,,,,,,
DNA_vOTU_7900,,Singleton,,,,,,,
DNA_vOTU_7901,preVC_1579,Clustered,VC_1579_0,2,0.4759,0.81445332,2.645751311,0.3876,1
DNA_vOTU_7902,preVC_593,Clustered,VC_593_0,3,0.115,0.99830666,2.299659829,0.1148,1
DNA_vOTU_7903,preVC_1259,Clustered,VC_1259_0,3,0.8649,0.92554266,1.821367205,0.8005,1
DNA_vOTU_7904,preVC_693,Clustered,VC_693_0,3,0.4094,0.9819041,2.816496581,0.402,1
DNA_vOTU_7905,preVC_355,Clustered,VC_355_0,65,0.8785,0.59171551,2.046027503,0.5198,1
DNA_vOTU_7906,,Singleton,,,,,,,
DNA_vOTU_7907,,Outlier,,,,,,,
DNA_vOTU_7908,,Outlier,,,,,,,
DNA_vOTU_7909,,Singleton,,,,,,,
DNA_vOTU_791,,Outlier,,,,,,,
DNA_vOTU_7910,preVC_837,Clustered,VC_837_0,11,0.1547,0.99997209,2.607623125,0.1547,1
DNA_vOTU_7911,preVC_384,Clustered,VC_384_0,2,0.3111,0.92357512,2.449489743,0.2873,1
DNA_vOTU_7912,preVC_1788,Clustered,VC_1788_0,2,1,1,3.16227766,1,1
DNA_vOTU_7913,,Overlap (VC_516/VC_581),,,,,,,
DNA_vOTU_7914,,Singleton,,,,,,,
DNA_vOTU_7915,,Singleton,,,,,,,
DNA_vOTU_7916,,Singleton,,,,,,,
DNA_vOTU_7917,preVC_344,Clustered,VC_344_0,3,0.5725,0.99826401,5.887840578,0.5715,1
DNA_vOTU_7918,,Outlier,,,,,,,
DNA_vOTU_7919,,Singleton,,,,,,,
DNA_vOTU_792,,Outlier,,,,,,,
DNA_vOTU_7920,,Singleton,,,,,,,
DNA_vOTU_7921,,Singleton,,,,,,,
DNA_vOTU_7922,,Singleton,,,,,,,
DNA_vOTU_7923,preVC_1022,Clustered,VC_1022_0,6,0.9035,0.9991946,2.387677345,0.9028,1
DNA_vOTU_7924,preVC_548,Clustered,VC_548_0,13,0.7577,0.976749,1.762578548,0.7401,1
DNA_vOTU_7925,preVC_1168,Clustered,VC_1168_0,4,0.7948,0.81792487,3.520160291,0.6501,1
DNA_vOTU_7926,,Singleton,,,,,,,
DNA_vOTU_7927,preVC_1527,Clustered,VC_1527_0,2,0.7315,0.72985431,2,0.5339,1
DNA_vOTU_7928,,Singleton,,,,,,,
DNA_vOTU_7929,,Singleton,,,,,,,
DNA_vOTU_793,preVC_767,Clustered,VC_767_0,21,0.7209,1,6.418438726,0.7209,0.9238
DNA_vOTU_7930,,Singleton,,,,,,,
DNA_vOTU_7931,,Overlap (VC_460/VC_714/VC_722),,,,,,,
DNA_vOTU_7932,,Singleton,,,,,,,
DNA_vOTU_7933,preVC_1681,Clustered,VC_1681_0,2,1,1,2.645751311,1,1
