replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in
Sage2_R_100_16_scaffold_17524	Sage2_R_100_16_scaffold_17524_5	cas6_I_II_III_IV_V_VI_7	1094168	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-B	Sage2_R_100_16_scaffold_17524_CAS_Class1-Subtype-I-B_131	1	1	0.500	4.000	1	cas6_I-B_III_1	accessory	243	8.3e-13	55.300	0.964	0.749	59	240		Sage2_R_100_16_scaffold_17524_CAS_Class1-Type-I_132,Sage2_R_100_16_scaffold_17524_CAS_Cluster_133
Sage2_R_100_16_scaffold_32983	Sage2_R_100_16_scaffold_32983_2	cas3_I_2	1095779	defense-finder-models/Cas/Cas/CAS_Cluster	Sage2_R_100_16_scaffold_32983_CAS_Cluster_59	1	1	0.040	2.000	1	cas3_I_5	neutral	598	4e-51	180.300	0.938	0.600	65	423		
Sage2_R_100_16_scaffold_32983	Sage2_R_100_16_scaffold_32983_3	cas4_I_II_III_IV_V_VI_6	1095780	defense-finder-models/Cas/Cas/CAS_Cluster	Sage2_R_100_16_scaffold_32983_CAS_Cluster_59	1	1	0.040	2.000	1	cas4_I_II_III_IV_V_VI_1	mandatory	165	1.7e-36	131.900	0.988	0.939	8	162		
Sage2_R_100_16_scaffold_32983	Sage2_R_100_16_scaffold_32983_4	cas1_I_II_III_IV_V_VI_7	1095781	defense-finder-models/Cas/Cas/CAS_Cluster	Sage2_R_100_16_scaffold_32983_CAS_Cluster_59	1	1	0.040	2.000	1	cas1_I_II_III_IV_V_VI_1	mandatory	242	7.4e-61	212.300	0.734	0.959	7	238		
Sage2_R_60_16_scaffold_102	Sage2_R_60_16_scaffold_102_45	cas5_I-C_11	205916	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-C	Sage2_R_60_16_scaffold_102_CAS_Class1-Subtype-I-C_152	1	1	0.429	3.000	1	cas5_I-C_11	mandatory	266	3.9e-56	196.200	1.000	0.827	9	228		Sage2_R_60_16_scaffold_102_CAS_Class1-Type-I_153,Sage2_R_60_16_scaffold_102_CAS_Cluster_154
Sage2_R_60_16_scaffold_102	Sage2_R_60_16_scaffold_102_46	cas8c_I-C_2	205917	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-C	Sage2_R_60_16_scaffold_102_CAS_Class1-Subtype-I-C_152	1	1	0.429	3.000	1	cas8c_I-C_4	mandatory	635	3.5e-171	576.700	0.998	0.962	4	614		Sage2_R_60_16_scaffold_102_CAS_Class1-Type-I_153,Sage2_R_60_16_scaffold_102_CAS_Cluster_154
Sage2_R_60_16_scaffold_102	Sage2_R_60_16_scaffold_102_47	cas7_I-C_13	205918	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-C	Sage2_R_60_16_scaffold_102_CAS_Class1-Subtype-I-C_152	1	1	0.429	3.000	1	cas7_I-C_13	mandatory	288	1.3e-90	309.800	0.866	0.920	1	265		Sage2_R_60_16_scaffold_102_CAS_Class1-Type-I_153,Sage2_R_60_16_scaffold_102_CAS_Cluster_154
Sage2_R_60_16_scaffold_25460	Sage2_R_60_16_scaffold_25460_2	cas2_I_II_III_IV_V_VI_9	819305	defense-finder-models/Cas/Cas/CAS_Class1-Type-I	Sage2_R_60_16_scaffold_25460_CAS_Class1-Type-I_61	1	1	0.250	5.000	1	cas2_I_II_III_IV_V_VI_1	accessory	101	1e-15	64.000	0.862	0.851	1	86		Sage2_R_60_16_scaffold_25460_CAS_Class1-Subtype-I-G_60,Sage2_R_60_16_scaffold_25460_CAS_Cluster_62
Sage2_R_60_16_scaffold_25460	Sage2_R_60_16_scaffold_25460_3	cas1_I_II_III_IV_V_VI_10	819306	defense-finder-models/Cas/Cas/CAS_Class1-Type-I	Sage2_R_60_16_scaffold_25460_CAS_Class1-Type-I_61	1	1	0.250	5.000	1	cas1_I_II_III_IV_V_VI_1	accessory	332	1.2e-66	230.900	0.986	0.843	4	283		Sage2_R_60_16_scaffold_25460_CAS_Class1-Subtype-I-G_60,Sage2_R_60_16_scaffold_25460_CAS_Cluster_62
Sage2_R_60_16_scaffold_25460	Sage2_R_60_16_scaffold_25460_4	cas6_I_II_III_IV_V_VI_22	819307	defense-finder-models/Cas/Cas/CAS_Class1-Type-I	Sage2_R_60_16_scaffold_25460_CAS_Class1-Type-I_61	1	1	0.250	5.000	1	cas6_I_II_III_IV_V_VI_7	accessory	301	8.9e-07	35.500	0.991	0.405	169	290		Sage2_R_60_16_scaffold_25460_CAS_Cluster_62
Sage2_R_60_16_scaffold_25460	Sage2_R_60_16_scaffold_25460_5	csb2gr5_I-G_1	819308	defense-finder-models/Cas/Cas/CAS_Class1-Type-I	Sage2_R_60_16_scaffold_25460_CAS_Class1-Type-I_61	1	1	0.250	5.000	1	cas5_I-A_1	mandatory	445	2.3e-25	95.700	0.791	0.813	1	362		Sage2_R_60_16_scaffold_25460_CAS_Class1-Subtype-I-G_60,Sage2_R_60_16_scaffold_25460_CAS_Cluster_62
Sage2_R_60_16_scaffold_25460	Sage2_R_60_16_scaffold_25460_6	csb1gr7_I-G_1	819309	defense-finder-models/Cas/Cas/CAS_Class1-Type-I	Sage2_R_60_16_scaffold_25460_CAS_Class1-Type-I_61	1	1	0.250	5.000	1	cas7_I-A_1	mandatory	335	4.2e-41	146.600	0.988	0.504	18	186		Sage2_R_60_16_scaffold_25460_CAS_Class1-Subtype-I-G_60,Sage2_R_60_16_scaffold_25460_CAS_Cluster_62
Sage2_R_80_16_scaffold_11	Sage2_R_80_16_scaffold_11_29	cas2_I_II_III_IV_V_VI_3	197878	defense-finder-models/Cas/Cas/CAS_Cluster	Sage2_R_80_16_scaffold_11_CAS_Cluster_13	1	1	0.060	3.000	1	cas2_I_II_III_IV_V_VI_1	mandatory	97	1.8e-23	88.500	0.987	0.856	3	85		
Sage2_R_80_16_scaffold_11	Sage2_R_80_16_scaffold_11_30	cas1_I_II_III_IV_V_VI_6	197879	defense-finder-models/Cas/Cas/CAS_Cluster	Sage2_R_80_16_scaffold_11_CAS_Cluster_13	1	1	0.060	3.000	1	cas1_I_II_III_IV_V_VI_1	mandatory	344	4e-154	518.900	1.000	0.983	4	341		
Sage2_R_80_16_scaffold_11	Sage2_R_80_16_scaffold_11_31	cas4_I_II_III_IV_V_VI_1	197880	defense-finder-models/Cas/Cas/CAS_Cluster	Sage2_R_80_16_scaffold_11_CAS_Cluster_13	1	1	0.060	3.000	1	cas4_I_II_III_IV_V_VI_1	mandatory	216	6.2e-33	120.600	0.989	0.833	10	189		
Sage2_R_80_16_scaffold_39	Sage2_R_80_16_scaffold_39_174	cas2_I_II_III_IV_V_VI_3	199331	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-C	Sage2_R_80_16_scaffold_39_CAS_Class1-Subtype-I-C_14	1	1	1.000	7.000	1	cas2_I_II_III_IV_V_VI_3	accessory	97	3.4e-24	90.900	0.987	0.856	3	85		Sage2_R_80_16_scaffold_39_CAS_Class1-Type-I_15,Sage2_R_80_16_scaffold_39_CAS_Cluster_16
Sage2_R_80_16_scaffold_39	Sage2_R_80_16_scaffold_39_175	cas1_I_II_III_IV_V_VI_6	199332	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-C	Sage2_R_80_16_scaffold_39_CAS_Class1-Subtype-I-C_14	1	1	1.000	7.000	1	cas1_I_II_III_IV_V_VI_6	accessory	344	8.8e-153	514.500	1.000	0.983	4	341		Sage2_R_80_16_scaffold_39_CAS_Class1-Type-I_15,Sage2_R_80_16_scaffold_39_CAS_Cluster_16
Sage2_R_80_16_scaffold_39	Sage2_R_80_16_scaffold_39_176	cas4_I_II_III_IV_V_VI_1	199333	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-C	Sage2_R_80_16_scaffold_39_CAS_Class1-Subtype-I-C_14	1	1	1.000	7.000	1	cas4_I_II_III_IV_V_VI_1	accessory	221	7.2e-33	120.400	0.994	0.819	15	195		Sage2_R_80_16_scaffold_39_CAS_Class1-Type-I_15,Sage2_R_80_16_scaffold_39_CAS_Cluster_16
Sage2_R_80_16_scaffold_39	Sage2_R_80_16_scaffold_39_178	cas7b_I-B_I-C_2	199335	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-C	Sage2_R_80_16_scaffold_39_CAS_Class1-Subtype-I-C_14	1	1	1.000	7.000	1	cas7b_I-B_I-C_2	accessory	243	4.5e-66	229.100	0.689	0.905	16	235		Sage2_R_80_16_scaffold_39_CAS_Class1-Type-I_15,Sage2_R_80_16_scaffold_39_CAS_Cluster_16
Sage2_R_80_16_scaffold_39	Sage2_R_80_16_scaffold_39_179	cas8c_I-C_4	199336	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-C	Sage2_R_80_16_scaffold_39_CAS_Class1-Subtype-I-C_14	1	1	1.000	7.000	1	cas8c_I-C_4	mandatory	587	6.5e-100	341.400	0.971	0.934	14	561		Sage2_R_80_16_scaffold_39_CAS_Class1-Type-I_15,Sage2_R_80_16_scaffold_39_CAS_Cluster_16
Sage2_R_80_16_scaffold_39	Sage2_R_80_16_scaffold_39_180	cas5_I-C_11	199337	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-C	Sage2_R_80_16_scaffold_39_CAS_Class1-Subtype-I-C_14	1	1	1.000	7.000	1	cas5_I-C_11	mandatory	215	3.8e-66	228.900	1.000	0.949	6	209		Sage2_R_80_16_scaffold_39_CAS_Class1-Type-I_15,Sage2_R_80_16_scaffold_39_CAS_Cluster_16
Sage2_R_80_16_scaffold_39	Sage2_R_80_16_scaffold_39_181	cas3_I_5	199338	defense-finder-models/Cas/Cas/CAS_Class1-Subtype-I-C	Sage2_R_80_16_scaffold_39_CAS_Class1-Subtype-I-C_14	1	1	1.000	7.000	1	cas3_I_5	accessory	731	1.3e-39	142.300	0.494	0.471	205	548		Sage2_R_80_16_scaffold_39_CAS_Class1-Type-I_15,Sage2_R_80_16_scaffold_39_CAS_Cluster_16
Sage1_L_100_16_scaffold_10059	Sage1_L_100_16_scaffold_10059_5	Cyclase_II	1185182	defense-finder-models/DefenseFinder_5/CBASS/CBASS_III	Sage1_L_100_16_scaffold_10059_CBASS_III_93	1	1	1.000	3.000	1	Cyclase_SMODS	mandatory	315	2e-10	46.400	0.896	0.959	12	313		Sage1_L_100_16_scaffold_10059_CBASS_91,Sage1_L_100_16_scaffold_10059_CBASS_I_92
Sage1_L_100_16_scaffold_10059	Sage1_L_100_16_scaffold_10059_6	bacHORMA_1	1185183	defense-finder-models/DefenseFinder_5/CBASS/CBASS_III	Sage1_L_100_16_scaffold_10059_CBASS_III_93	1	1	1.000	3.000	1	HORMA	mandatory	167	3.7e-26	98.100	0.976	0.976	2	164		Sage1_L_100_16_scaffold_10059_CBASS_91
Sage1_L_100_16_scaffold_10059	Sage1_L_100_16_scaffold_10059_7	TRIP13	1185184	defense-finder-models/DefenseFinder_5/CBASS/CBASS_III	Sage1_L_100_16_scaffold_10059_CBASS_III_93	1	1	1.000	3.000	1	HORMA	mandatory	302	3.9e-92	314.900	0.987	0.977	4	298		Sage1_L_100_16_scaffold_10059_CBASS_91
Sage1_L_100_16_scaffold_10059	Sage1_L_100_16_scaffold_10059_8	Sensing_TPALS	1185185	defense-finder-models/DefenseFinder_5/CBASS/CBASS_III	Sage1_L_100_16_scaffold_10059_CBASS_III_93	1	1	1.000	3.000	1	Effector_2TM_S_2TMBeta	mandatory	379	1.5e-42	151.700	0.996	0.609	3	233		Sage1_L_100_16_scaffold_10059_CBASS_91,Sage1_L_100_16_scaffold_10059_CBASS_I_92
Sage1_L_100_16_scaffold_110	Sage1_L_100_16_scaffold_110_60	bSEFIR	1182648	defense-finder-models/DefenseFinder_5/SEFIR/SEFIR	Sage1_L_100_16_scaffold_110_SEFIR_167	1	1	1.000	1.000	1	bSEFIR	mandatory	278	2.4e-49	175.300	0.371	0.547	11	162		
Sage1_L_100_16_scaffold_11241	Sage1_L_100_16_scaffold_11241_1	E2	422161	defense-finder-models/DefenseFinder_5/CBASS/CBASS_II	Sage1_L_100_16_scaffold_11241_CBASS_II_62	1	1	1.000	3.000	1	E2	mandatory	176	9.1e-35	126.400	0.760	0.722	5	131		Sage1_L_100_16_scaffold_11241_CBASS_60
Sage1_L_100_16_scaffold_11241	Sage1_L_100_16_scaffold_11241_2	Cyclase_II	422162	defense-finder-models/DefenseFinder_5/CBASS/CBASS_II	Sage1_L_100_16_scaffold_11241_CBASS_II_62	1	1	1.000	3.000	1	Cyclase_SMODS	mandatory	386	5.3e-43	153.500	0.870	0.806	28	338		Sage1_L_100_16_scaffold_11241_CBASS_60,Sage1_L_100_16_scaffold_11241_CBASS_I_61
Sage1_L_100_16_scaffold_11241	Sage1_L_100_16_scaffold_11241_3	Phospholipase	422163	defense-finder-models/DefenseFinder_5/CBASS/CBASS_II	Sage1_L_100_16_scaffold_11241_CBASS_II_62	1	1	1.000	3.000	1	Effector_2TM_S_2TMBeta	mandatory	354	2.5e-90	309.200	0.964	0.881	28	339		Sage1_L_100_16_scaffold_11241_CBASS_60,Sage1_L_100_16_scaffold_11241_CBASS_I_61
Sage1_L_100_16_scaffold_1800	Sage1_L_100_16_scaffold_1800_8	brxL	732848	defense-finder-models/DefenseFinder_5/BREX/BREX_I	Sage1_L_100_16_scaffold_1800_BREX_I_39	1	1	1.000	4.000	1	brxL	mandatory	676	9.5e-199	668.500	0.645	0.751	5	512		Sage1_L_100_16_scaffold_1800_BREX_38
Sage1_L_100_16_scaffold_1800	Sage1_L_100_16_scaffold_1800_9	pglZA	732849	defense-finder-models/DefenseFinder_5/BREX/BREX_I	Sage1_L_100_16_scaffold_1800_BREX_I_39	1	1	1.000	4.000	1	pglZB	mandatory	832	2.2e-62	218.000	0.639	0.643	199	733		Sage1_L_100_16_scaffold_1800_BREX_38,Sage1_L_100_16_scaffold_1800_BREX_VI_40
Sage1_L_100_16_scaffold_1800	Sage1_L_100_16_scaffold_1800_10	pglX1	732850	defense-finder-models/DefenseFinder_5/BREX/BREX_I	Sage1_L_100_16_scaffold_1800_BREX_I_39	1	1	1.000	4.000	1	pglX1	accessory	1179	4.5e-151	511.200	0.879	0.940	68	1175		Sage1_L_100_16_scaffold_1800_BREX_38,Sage1_L_100_16_scaffold_1800_BREX_VI_40
Sage1_L_100_16_scaffold_1800	Sage1_L_100_16_scaffold_1800_11	brxC	732851	defense-finder-models/DefenseFinder_5/BREX/BREX_I	Sage1_L_100_16_scaffold_1800_BREX_I_39	1	1	1.000	4.000	1	brxC	accessory	1161	3.7e-202	680.800	0.962	0.995	1	1155		Sage1_L_100_16_scaffold_1800_BREX_38,Sage1_L_100_16_scaffold_1800_BREX_VI_40
Sage1_L_100_16_scaffold_1800	Sage1_L_100_16_scaffold_1800_12	brxB_DUF1788	732852	defense-finder-models/DefenseFinder_5/BREX/BREX_I	Sage1_L_100_16_scaffold_1800_BREX_I_39	1	1	1.000	4.000	1	brxB_DUF1788	accessory	194	2.9e-19	75.400	0.960	0.644	61	185		Sage1_L_100_16_scaffold_1800_BREX_38,Sage1_L_100_16_scaffold_1800_BREX_VI_40
Sage1_L_100_16_scaffold_1800	Sage1_L_100_16_scaffold_1800_13	brxA_DUF1819	732853	defense-finder-models/DefenseFinder_5/BREX/BREX_I	Sage1_L_100_16_scaffold_1800_BREX_I_39	1	1	1.000	4.000	1	brxA_DUF1819	accessory	252	3.7e-15	62.300	0.924	0.679	5	175		Sage1_L_100_16_scaffold_1800_BREX_38,Sage1_L_100_16_scaffold_1800_BREX_VI_40
Sage1_L_100_16_scaffold_2238	Sage1_L_100_16_scaffold_2238_19	Borvo_BovA_addition	875784	defense-finder-models/DefenseFinder_5/Borvo/Borvo	Sage1_L_100_16_scaffold_2238_Borvo_146	1	1	1.000	1.000	1	Borvo_BovA	mandatory	789	0.0002	26.500	0.191	0.175	218	355		
Sage1_L_100_16_scaffold_32201	Sage1_L_100_16_scaffold_32201_3	SoFic	731342	defense-finder-models/DefenseFinder_5/SoFIC/SoFic	Sage1_L_100_16_scaffold_32201_SoFic_183	1	1	1.000	1.000	1	SoFic	mandatory	394	3.8e-117	397.700	0.981	0.929	23	388		
Sage1_L_100_16_scaffold_33671	Sage1_L_100_16_scaffold_33671_4	Phospholipase	745225	defense-finder-models/DefenseFinder_5/CBASS/CBASS_I	Sage1_L_100_16_scaffold_33671_CBASS_I_64	1	1	1.000	2.000	1	Effector_2TM_S_2TMBeta	mandatory	388	1.3e-15	63.700	0.648	0.722	4	283		Sage1_L_100_16_scaffold_33671_CBASS_63
Sage1_L_100_16_scaffold_33671	Sage1_L_100_16_scaffold_33671_6	AG_cyclase	745227	defense-finder-models/DefenseFinder_5/CBASS/CBASS_I	Sage1_L_100_16_scaffold_33671_CBASS_I_64	1	1	1.000	2.000	1	Cyclase_SMODS	mandatory	163	1.2e-09	43.900	0.466	0.828	4	138		Sage1_L_100_16_scaffold_33671_CBASS_63
Sage1_L_100_16_scaffold_44122	Sage1_L_100_16_scaffold_44122_2	AG_cyclase	734601	defense-finder-models/DefenseFinder_5/CBASS/CBASS_I	Sage1_L_100_16_scaffold_44122_CBASS_I_121	1	1	1.000	2.000	1	Cyclase_SMODS	mandatory	495	1.4e-22	86.500	0.599	0.400	241	438		Sage1_L_100_16_scaffold_44122_CBASS_120
Sage1_L_100_16_scaffold_44122	Sage1_L_100_16_scaffold_44122_4	2TM_5	734603	defense-finder-models/DefenseFinder_5/CBASS/CBASS_I	Sage1_L_100_16_scaffold_44122_CBASS_I_121	1	1	1.000	2.000	1	Effector_2TM_S_2TMBeta	mandatory	208	6.1e-32	116.600	0.919	0.764	45	203		Sage1_L_100_16_scaffold_44122_CBASS_120
Sage1_L_100_16_scaffold_50122	Sage1_L_100_16_scaffold_50122_2	Cyclase_II	734947	defense-finder-models/DefenseFinder_5/CBASS/CBASS_II	Sage1_L_100_16_scaffold_50122_CBASS_II_140	1	1	1.000	3.000	1	Cyclase_SMODS	mandatory	341	9.6e-12	50.800	0.642	0.616	3	212		Sage1_L_100_16_scaffold_50122_CBASS_138,Sage1_L_100_16_scaffold_50122_CBASS_I_139
Sage1_L_100_16_scaffold_50122	Sage1_L_100_16_scaffold_50122_3	E2_II	734948	defense-finder-models/DefenseFinder_5/CBASS/CBASS_II	Sage1_L_100_16_scaffold_50122_CBASS_II_140	1	1	1.000	3.000	1	E2	mandatory	155	3.3e-13	55.700	0.417	0.619	55	150		Sage1_L_100_16_scaffold_50122_CBASS_138
Sage1_L_100_16_scaffold_50122	Sage1_L_100_16_scaffold_50122_4	1TM_new	734949	defense-finder-models/DefenseFinder_5/CBASS/CBASS_II	Sage1_L_100_16_scaffold_50122_CBASS_II_140	1	1	1.000	3.000	1	Effector_2TM_S_2TMBeta	mandatory	178	6.6e-23	87.700	0.791	0.854	12	163		Sage1_L_100_16_scaffold_50122_CBASS_138,Sage1_L_100_16_scaffold_50122_CBASS_I_139
Sage1_L_113_16_scaffold_111054	Sage1_L_113_16_scaffold_111054_1	SoFic	914857	defense-finder-models/DefenseFinder_5/SoFIC/SoFic	Sage1_L_113_16_scaffold_111054_SoFic_184	1	1	1.000	1.000	1	SoFic	mandatory	389	1.1e-114	389.600	0.983	0.936	19	382		
Sage1_L_113_16_scaffold_295	Sage1_L_113_16_scaffold_295_113	2TM_5	328717	defense-finder-models/DefenseFinder_5/CBASS/CBASS_I	Sage1_L_113_16_scaffold_295_CBASS_I_42	1	1	1.000	2.000	1	Effector_2TM_S_2TMBeta	mandatory	198	1.7e-17	69.600	0.931	0.808	31	190		Sage1_L_113_16_scaffold_295_CBASS_41
Sage1_L_113_16_scaffold_295	Sage1_L_113_16_scaffold_295_115	AG_cyclase	328719	defense-finder-models/DefenseFinder_5/CBASS/CBASS_I	Sage1_L_113_16_scaffold_295_CBASS_I_42	1	1	1.000	2.000	1	Cyclase_SMODS	mandatory	589	6.3e-17	67.900	0.528	0.270	385	543		Sage1_L_113_16_scaffold_295_CBASS_41
Sage1_L_113_16_scaffold_5181	Sage1_L_113_16_scaffold_5181_4	Cyclase_II	912561	defense-finder-models/DefenseFinder_5/CBASS/CBASS_III	Sage1_L_113_16_scaffold_5181_CBASS_III_96	1	1	1.000	3.000	1	Cyclase_SMODS	mandatory	315	7.1e-14	57.800	0.885	0.943	16	312		Sage1_L_113_16_scaffold_5181_CBASS_94,Sage1_L_113_16_scaffold_5181_CBASS_I_95
Sage1_L_113_16_scaffold_5181	Sage1_L_113_16_scaffold_5181_5	bacHORMA_1	912562	defense-finder-models/DefenseFinder_5/CBASS/CBASS_III	Sage1_L_113_16_scaffold_5181_CBASS_III_96	1	1	1.000	3.000	1	HORMA	mandatory	165	1.7e-45	161.000	0.994	0.982	1	162		Sage1_L_113_16_scaffold_5181_CBASS_94
Sage1_L_113_16_scaffold_5181	Sage1_L_113_16_scaffold_5181_6	TRIP13	912563	defense-finder-models/DefenseFinder_5/CBASS/CBASS_III	Sage1_L_113_16_scaffold_5181_CBASS_III_96	1	1	1.000	3.000	1	HORMA	mandatory	299	2.8e-103	351.500	0.984	0.987	2	296		Sage1_L_113_16_scaffold_5181_CBASS_94
Sage1_L_113_16_scaffold_5181	Sage1_L_113_16_scaffold_5181_7	Sensing_TPALS	912564	defense-finder-models/DefenseFinder_5/CBASS/CBASS_III	Sage1_L_113_16_scaffold_5181_CBASS_III_96	1	1	1.000	3.000	1	Effector_2TM_S_2TMBeta	mandatory	388	1.2e-73	253.400	1.000	0.590	6	234		Sage1_L_113_16_scaffold_5181_CBASS_94,Sage1_L_113_16_scaffold_5181_CBASS_I_95
Sage1_L_113_16_scaffold_6702	Sage1_L_113_16_scaffold_6702_6	E2	1081247	defense-finder-models/DefenseFinder_5/CBASS/CBASS_II	Sage1_L_113_16_scaffold_6702_CBASS_II_67	1	1	1.000	3.000	1	E2	mandatory	165	4.1e-40	143.800	0.772	0.842	3	141		Sage1_L_113_16_scaffold_6702_CBASS_65
Sage1_L_113_16_scaffold_6702	Sage1_L_113_16_scaffold_6702_7	Phospholipase	1081248	defense-finder-models/DefenseFinder_5/CBASS/CBASS_II	Sage1_L_113_16_scaffold_6702_CBASS_II_67	1	1	1.000	3.000	1	Effector_2TM_S_2TMBeta	mandatory	328	1.1e-91	313.700	0.891	0.884	12	301		Sage1_L_113_16_scaffold_6702_CBASS_65,Sage1_L_113_16_scaffold_6702_CBASS_I_66
Sage1_L_113_16_scaffold_6702	Sage1_L_113_16_scaffold_6702_8	Cyclase_II	1081249	defense-finder-models/DefenseFinder_5/CBASS/CBASS_II	Sage1_L_113_16_scaffold_6702_CBASS_II_67	1	1	1.000	3.000	1	Cyclase_SMODS	mandatory	786	3.6e-40	144.200	0.932	0.419	11	339		Sage1_L_113_16_scaffold_6702_CBASS_65,Sage1_L_113_16_scaffold_6702_CBASS_I_66
Sage1_L_113_16_scaffold_72656	Sage1_L_113_16_scaffold_72656_2	RT_Tot	757420	defense-finder-models/DefenseFinder_5/Retron/Retron_II	Sage1_L_113_16_scaffold_72656_Retron_II_135	1	1	1.000	2.000	1	RT_Tot	mandatory	333	2.3e-77	266.600	0.971	0.880	33	325		
Sage1_L_113_16_scaffold_72656	Sage1_L_113_16_scaffold_72656_4	NDT	757422	defense-finder-models/DefenseFinder_5/Retron/Retron_II	Sage1_L_113_16_scaffold_72656_Retron_II_135	1	1	1.000	2.000	1	NDT	mandatory	191	2e-06	33.400	0.199	0.330	85	147		
Sage1_L_113_16_scaffold_7629	Sage1_L_113_16_scaffold_7629_10	pglW	1079481	defense-finder-models/DefenseFinder_5/BREX/BREX_II	Sage1_L_113_16_scaffold_7629_BREX_II_25	1	1	1.000	3.500	1	pglW	mandatory	1365	0.0	1548.000	0.963	0.993	1	1355		Sage1_L_113_16_scaffold_7629_BREX_24
Sage1_L_113_16_scaffold_7629	Sage1_L_113_16_scaffold_7629_11	pglX2	1079482	defense-finder-models/DefenseFinder_5/BREX/BREX_II	Sage1_L_113_16_scaffold_7629_BREX_II_25	1	1	1.000	3.500	1	pglX1	accessory	889	0.0	1248.900	0.680	0.978	14	882		Sage1_L_113_16_scaffold_7629_BREX_24
Sage1_L_113_16_scaffold_7629	Sage1_L_113_16_scaffold_7629_12	pglX2	1079483	defense-finder-models/DefenseFinder_5/BREX/BREX_II	Sage1_L_113_16_scaffold_7629_BREX_II_25	1	1	1.000	3.500	1	pglX1	accessory	290	2e-119	406.300	0.226	0.962	5	283		Sage1_L_113_16_scaffold_7629_BREX_24
Sage1_L_113_16_scaffold_7629	Sage1_L_113_16_scaffold_7629_13	pglY	1079484	defense-finder-models/DefenseFinder_5/BREX/BREX_II	Sage1_L_113_16_scaffold_7629_BREX_II_25	1	1	1.000	3.500	1	pglY	accessory	1229	0.0	1230.900	0.996	0.998	1	1226		Sage1_L_113_16_scaffold_7629_BREX_24
Sage1_L_113_16_scaffold_7629	Sage1_L_113_16_scaffold_7629_14	pglZ2	1079485	defense-finder-models/DefenseFinder_5/BREX/BREX_II	Sage1_L_113_16_scaffold_7629_BREX_II_25	1	1	1.000	3.500	1	pglZB	mandatory	882	3.3e-282	945.400	0.963	0.993	6	881		Sage1_L_113_16_scaffold_7629_BREX_24
Sage1_L_113_16_scaffold_7629	Sage1_L_113_16_scaffold_7629_15	brxD	1079486	defense-finder-models/DefenseFinder_5/BREX/BREX_II	Sage1_L_113_16_scaffold_7629_BREX_II_25	1	1	1.000	3.500	1	brxD	accessory	433	1.3e-201	676.300	0.993	0.991	2	430		Sage1_L_113_16_scaffold_7629_BREX_24
Sage1_L_20_16_scaffold_429	Sage1_L_20_16_scaffold_429_23	Cyclase_SMODS	780255	defense-finder-models/DefenseFinder_5/CBASS/CBASS_I	Sage1_L_20_16_scaffold_429_CBASS_I_102	1	1	1.000	2.000	1	Cyclase_SMODS	mandatory	292	2.9e-43	154.000	0.976	0.548	1	160		Sage1_L_20_16_scaffold_429_CBASS_101
Sage1_L_20_16_scaffold_429	Sage1_L_20_16_scaffold_429_24	2TM_Gros	780256	defense-finder-models/DefenseFinder_5/CBASS/CBASS_I	Sage1_L_20_16_scaffold_429_CBASS_I_102	1	1	1.000	2.000	1	Effector_2TM_S_2TMBeta	mandatory	196	7.2e-39	140.400	0.739	0.913	16	194		Sage1_L_20_16_scaffold_429_CBASS_101
Sage1_L_40_16_scaffold_108801	Sage1_L_40_16_scaffold_108801_2	Cyclase_II	604180	defense-finder-models/DefenseFinder_5/CBASS/CBASS_I	Sage1_L_40_16_scaffold_108801_CBASS_I_98	1	1	1.000	2.000	1	Cyclase_SMODS	mandatory	297	5.1e-22	84.600	0.911	0.970	6	293		Sage1_L_40_16_scaffold_108801_CBASS_97
Sage1_L_40_16_scaffold_108801	Sage1_L_40_16_scaffold_108801_3	4TM_new	604181	defense-finder-models/DefenseFinder_5/CBASS/CBASS_I	Sage1_L_40_16_scaffold_108801_CBASS_I_98	1	1	1.000	2.000	1	Effector_2TM_S_2TMBeta	mandatory	281	2.8e-18	72.400	0.890	0.890	28	277		Sage1_L_40_16_scaffold_108801_CBASS_97
Sage1_L_40_16_scaffold_1164	Sage1_L_40_16_scaffold_1164_4	pglW	1220171	defense-finder-models/DefenseFinder_5/BREX/BREX_II	Sage1_L_40_16_scaffold_1164_BREX_II_27	1	1	1.000	3.500	1	pglW	mandatory	1441	0.0	1408.500	0.965	0.994	1	1432		Sage1_L_40_16_scaffold_1164_BREX_26
